,Device.Name,AnimalID,Device.ID,Date...Time..GMT.,Date...Time..Local.,Latitude,Longitude,Altitude,Fix.Status,DOP,Temp..C.,Main..V.,Back..V.,Capture_Pasture,TimeStamp,TimeStamp1
299,HRG 196 K4,K4,41890,43313.54186,43313.20853,38.9985817,-123.0961844,226.21,3D-V Fix,2,19,3.52,3.52,Foster Bio,2018-8-1 06:00,8/1/18 6:00
300,HRG 192 F2,F2,41886,43313.54192,43313.20859,39.0182244,-123.0636236,658.94,3D-V Fix,2,20,3.52,0.16,Orchard,2018-8-1 06:00,8/1/18 6:00
301,HRG 192 F2,F2,41886,43313.58352,43313.25019,39.0182333,-123.0636022,670.46,3D-V Fix,3.2,21,3.52,0.16,Orchard,2018-8-1 07:00,8/1/18 7:00
302,HRG 196 K4,K4,41890,43313.58367,43313.25034,38.9986014,-123.0964214,229.85,3D-V Fix,2,18,3.52,3.52,Foster Bio,2018-8-1 07:00,8/1/18 7:00
303,HRG 194,A4,41888,43313.58367,43313.25034,39.0369275,-123.0913461,663.49,3D-V Fix,2.6,22,3.52,3.6,James I,2018-8-1 07:00,8/1/18 7:00
304,HRG 196 K4,K4,41890,43313.6251,43313.29177,38.9986144,-123.096315,223.3,3D-V Fix,1.8,20,3.52,3.52,Foster Bio,2018-8-1 08:00,8/1/18 8:00
305,HRG 194,A4,41888,43313.62522,43313.29189,39.0351119,-123.0915758,661.2,3D-V Fix,2.2,24,3.52,3.6,James I,2018-8-1 08:00,8/1/18 8:00
306,HRG 192 F2,F2,41886,43313.62534,43313.292,39.0182308,-123.0637742,659.68,3D-V Fix,2.4,21,3.52,0.16,Orchard,2018-8-1 08:00,8/1/18 8:00
307,HRG 194,A4,41888,43313.66683,43313.3335,39.0349564,-123.0915181,647.6,3D-V Fix,1.8,26,3.52,3.6,James I,2018-8-1 09:00,8/1/18 9:00
308,HRG 192 F2,F2,41886,43313.66685,43313.33352,39.0188508,-123.0614747,712.91,3D-V Fix,5,24,3.52,0.16,Orchard,2018-8-1 09:00,8/1/18 9:00
309,HRG 196 K4,K4,41890,43313.66701,43313.33368,38.9987956,-123.0960578,227.04,3D-V Fix,1.8,22,3.52,3.52,Foster Bio,2018-8-1 09:00,8/1/18 9:00
310,HRG 196 K4,K4,41890,43313.70844,43313.3751,38.9990703,-123.0955708,214.82,3D-V Fix,2.2,26,3.52,3.52,Foster Bio,2018-8-1 10:00,8/1/18 10:00
311,HRG 194,A4,41888,43313.70851,43313.37517,39.0369836,-123.0910478,665.32,3D-V Fix,2.8,29,3.52,3.52,James I,2018-8-1 10:00,8/1/18 10:00
312,HRG 192 F2,F2,41886,43313.70861,43313.37528,39.0198044,-123.0611972,714.08,3D-V Fix,1.8,28,3.52,0.16,Orchard,2018-8-1 10:00,8/1/18 10:00
313,HRG 192 F2,F2,41886,43313.75027,43313.41693,39.0188022,-123.0612636,711.64,3D-V Fix,2.4,30,3.52,0.08,Orchard,2018-8-1 11:00,8/1/18 11:00
314,HRG 196 K4,K4,41890,43313.75035,43313.41701,38.9992561,-123.0972631,213.16,3D-V Fix,2.2,29,3.52,3.6,Foster Bio,2018-8-1 11:00,8/1/18 11:00
315,HRG 194,A4,41888,43313.75065,43313.41731,39.0367447,-123.0928211,628.18,3D-V Fix,2.2,32,3.52,3.6,James I,2018-8-1 11:00,8/1/18 11:00
316,HRG 194,A4,41888,43313.79176,43313.45843,39.0356919,-123.0943183,548.45,3D-V Fix,2,34,3.52,3.6,James I,2018-8-1 12:00,8/1/18 12:00
317,HRG 196 K4,K4,41890,43313.79188,43313.45854,38.9991683,-123.0972614,222.04,3D-V Fix,2,33,3.6,3.6,Foster Bio,2018-8-1 12:00,8/1/18 12:00
318,HRG 192 F2,F2,41886,43313.79201,43313.45868,39.01871,-123.0613536,706.81,3D-V Fix,3.8,32,3.52,0.16,Orchard,2018-8-1 12:00,8/1/18 12:00
319,HRG 194,A4,41888,43313.83361,43313.50028,39.0349575,-123.0938478,520.39,3D-V Fix,2.2,35,3.52,3.6,James I,2018-8-1 13:00,8/1/18 13:00
320,HRG 192 F2,F2,41886,43313.83368,43313.50035,39.0188039,-123.0612714,693.94,3D-V Fix,3.2,33,3.6,0.08,Orchard,2018-8-1 13:00,8/1/18 13:00
321,HRG 196 K4,K4,41890,43313.83368,43313.50035,38.9998053,-123.0974136,196.68,3D-V Fix,2.2,37,3.52,3.6,Foster Bio,2018-8-1 13:00,8/1/18 13:00
322,HRG 194,A4,41888,43313.87507,43313.54174,39.0349428,-123.0939917,551.01,3D-V Fix,1.8,36,3.6,3.6,James I,2018-8-1 14:00,8/1/18 14:00
323,HRG 196 K4,K4,41890,43313.87519,43313.54185,39.0004194,-123.0964,196.68,3D-V Fix,1.8,39,3.6,3.6,Foster Bio,2018-8-1 14:00,8/1/18 14:00
324,HRG 192 F2,F2,41886,43313.87521,43313.54188,39.0188794,-123.0613842,707.39,3D-V Fix,2.6,35,3.6,0.08,Orchard,2018-8-1 14:00,8/1/18 14:00
325,HRG 194,A4,41888,43313.91682,43313.58348,39.0349633,-123.0938778,532.3,3D-V Fix,2,37,3.52,3.6,James I,2018-8-1 15:00,8/1/18 15:00
326,HRG 192 F2,F2,41886,43313.91689,43313.58355,39.0191722,-123.0620278,699.04,3D-V Fix,2,34,3.6,0.08,Orchard,2018-8-1 15:00,8/1/18 15:00
327,HRG 196 K4,K4,41890,43313.91701,43313.58368,39.0007981,-123.0965125,202.02,3D-V Fix,2.8,36,3.52,3.6,Foster Bio,2018-8-1 15:00,8/1/18 15:00
328,HRG 194,A4,41888,43313.95858,43313.62524,39.0349411,-123.093775,528.99,3D-V Fix,3.2,37,3.52,3.6,James I,2018-8-1 16:00,8/1/18 16:00
329,HRG 196 K4,K4,41890,43313.95868,43313.62535,39.0008256,-123.0964667,193.48,3D-V Fix,3.6,35,3.52,3.6,Foster Bio,2018-8-1 16:00,8/1/18 16:00
330,HRG 192 F2,F2,41886,43313.95869,43313.62536,39.0185439,-123.0626789,686.67,3D-V Fix,2.4,37,3.6,0.08,Orchard,2018-8-1 16:00,8/1/18 16:00
331,HRG 194,A4,41888,43314.00016,43313.66683,39.0348897,-123.0939178,542.4,3D-V Fix,3.4,36,3.6,3.6,James I,2018-8-1 17:00,8/1/18 17:00
332,HRG 196 K4,K4,41890,43314.00019,43313.66685,39.0008397,-123.0965311,197.89,3D-V Fix,3.2,35,3.6,3.6,Foster Bio,2018-8-1 17:00,8/1/18 17:00
333,HRG 192 F2,F2,41886,43314.00023,43313.6669,39.0184333,-123.062815,660.51,3D-V Fix,3.4,35,3.6,0.08,Orchard,2018-8-1 17:00,8/1/18 17:00
334,HRG 196 K4,K4,41890,43314.0417,43313.70837,39.0006308,-123.0961403,210.63,3D-V Fix,2.8,37,3.52,3.6,Foster Bio,2018-8-1 18:00,8/1/18 18:00
335,HRG 194,A4,41888,43314.04176,43313.70843,39.0364381,-123.0951497,565.37,3D-V Fix,2.4,35,3.52,3.6,James I,2018-8-1 18:00,8/1/18 18:00
336,HRG 192 F2,F2,41886,43314.04189,43313.70855,39.0182014,-123.0636944,658.92,3D-V Fix,2,35,3.6,0.08,Orchard,2018-8-1 18:00,8/1/18 18:00
337,HRG 192 F2,F2,41886,43314.08367,43313.75034,39.0188939,-123.0650536,637.1,3D-V Fix,3,31,3.6,0.08,Orchard,2018-8-1 19:00,8/1/18 19:00
338,HRG 196 K4,K4,41890,43314.08368,43313.75035,39.0007933,-123.0959219,220.13,3D-V Fix,2,32,3.52,3.6,Foster Bio,2018-8-1 19:00,8/1/18 19:00
339,HRG 194,A4,41888,43314.08367,43313.75034,39.0370781,-123.0927053,619.04,3D-V Fix,4,32,3.52,3.6,James I,2018-8-1 19:00,8/1/18 19:00
340,HRG 194,A4,41888,43314.12517,43313.79184,39.0369825,-123.0908478,682.95,3D-V Fix,4.6,29,3.52,3.52,James I,2018-8-1 20:00,8/1/18 20:00
341,HRG 196 K4,K4,41890,43314.12519,43313.79185,39.0008864,-123.0942789,255.03,3D-V Fix,2.4,30,3.6,3.6,Foster Bio,2018-8-1 20:00,8/1/18 20:00
342,HRG 192 F2,F2,41886,43314.12536,43313.79203,39.0188819,-123.0653492,646.72,3D-V Fix,5,29,3.52,0.08,Orchard,2018-8-1 20:00,8/1/18 20:00
343,HRG 196 K4,K4,41890,43314.16675,43313.83341,39.0013633,-123.0941203,280.24,3D-V Fix,3.8,26,3.52,3.6,Foster Bio,2018-8-1 21:00,8/1/18 21:00
344,HRG 192 F2,F2,41886,43314.16683,43313.8335,39.0188367,-123.0660861,613.2,3D-V Fix,3.2,26,3.6,0.08,Orchard,2018-8-1 21:00,8/1/18 21:00
345,HRG 194,A4,41888,43314.16701,43313.83368,39.03671,-123.0908108,674.19,3D-V Fix,4.4,26,3.52,3.6,James I,2018-8-1 21:00,8/1/18 21:00
346,HRG 192 F2,F2,41886,43314.20841,43313.87508,39.017985,-123.0671956,615.54,3D-V Fix,2.6,25,3.6,0.16,Orchard,2018-8-1 22:00,8/1/18 22:00
347,HRG 194,A4,41888,43314.20858,43313.87524,39.0367808,-123.0909278,662.92,3D-V Fix,2,25,3.52,3.6,James I,2018-8-1 22:00,8/1/18 22:00
348,HRG 196 K4,K4,41890,43314.20868,43313.87535,38.9999944,-123.0943769,231.12,3D-V Fix,2.2,24,3.52,3.52,Foster Bio,2018-8-1 22:00,8/1/18 22:00
349,HRG 194,A4,41888,43314.25007,43313.91674,39.0367069,-123.0908206,674.61,3D-V Fix,2.4,24,3.52,3.6,James I,2018-8-1 23:00,8/1/18 23:00
350,HRG 196 K4,K4,41890,43314.25017,43313.91684,39.0001578,-123.0944081,235.76,3D-V Fix,3.8,23,3.52,3.52,Foster Bio,2018-8-1 23:00,8/1/18 23:00
351,HRG 192 F2,F2,41886,43314.25056,43313.91722,39.0181278,-123.0664111,597.57,3D-V Fix,3.2,25,3.52,0.16,Orchard,2018-8-1 23:00,8/1/18 23:00
352,HRG 192 F2,F2,41886,43314.29182,43313.95848,39.0180422,-123.0664967,582.28,3D-V Fix,2.8,25,3.6,0.16,Orchard,2018-8-2 00:00,8/2/18 0:00
353,HRG 194,A4,41888,43314.29184,43313.95851,39.0362089,-123.0909267,668.2,3D-V Fix,2.6,24,3.52,3.6,James I,2018-8-2 00:00,8/2/18 0:00
354,HRG 196 K4,K4,41890,43314.2919,43313.95856,39.0001006,-123.0944006,253.13,3D-V Fix,2.2,23,3.52,3.52,Foster Bio,2018-8-2 00:00,8/2/18 0:00
355,HRG 192 F2,F2,41886,43314.33356,43314.00023,39.0180869,-123.0666608,593.61,3D-V Fix,2,24,3.52,0.16,Orchard,2018-8-2 01:00,8/2/18 1:00
356,HRG 194,A4,41888,43314.33367,43314.00034,39.0362314,-123.0912556,658.77,3D-V Fix,1.8,24,3.52,3.6,James I,2018-8-2 01:00,8/2/18 1:00
357,HRG 196 K4,K4,41890,43314.3339,43314.00057,38.9998769,-123.0946617,252,3D-V Fix,2.2,22,3.52,3.52,Foster Bio,2018-8-2 01:00,8/2/18 1:00
358,HRG 196 K4,K4,41890,43314.37508,43314.04175,39.0006233,-123.0980067,173.53,3D-V Fix,2.4,20,3.52,3.52,Foster Bio,2018-8-2 02:00,8/2/18 2:00
359,HRG 192 F2,F2,41886,43314.37509,43314.04176,39.0181164,-123.066975,599.09,3D-V Fix,2.2,23,3.6,0.16,Orchard,2018-8-2 02:00,8/2/18 2:00
360,HRG 194,A4,41888,43314.37516,43314.04183,39.0379064,-123.0913319,669.16,3D-V Fix,2,24,3.52,3.52,James I,2018-8-2 02:00,8/2/18 2:00
361,HRG 192 F2,F2,41886,43314.41683,43314.0835,39.0174042,-123.0657058,591.88,3D-V Fix,2.2,22,3.6,0.16,Orchard,2018-8-2 03:00,8/2/18 3:00
362,HRG 196 K4,K4,41890,43314.41723,43314.0839,38.99882,-123.0965911,215.77,3D-V Fix,2.2,20,3.52,3.52,Foster Bio,2018-8-2 03:00,8/2/18 3:00
363,HRG 194,A4,41888,43314.41736,43314.08403,39.0370361,-123.092755,632.72,3D-V Fix,4.2,23,3.52,3.6,James I,2018-8-2 03:00,8/2/18 3:00
364,HRG 194,A4,41888,43314.4585,43314.12516,39.0371219,-123.0925181,643.21,3D-V Fix,4,23,3.52,3.6,James I,2018-8-2 04:00,8/2/18 4:00
365,HRG 196 K4,K4,41890,43314.45868,43314.12535,38.9985811,-123.0962,256.48,3D-V Fix,2,20,3.52,3.52,Foster Bio,2018-8-2 04:00,8/2/18 4:00
366,HRG 192 F2,F2,41886,43314.45924,43314.1259,39.0173525,-123.0649325,637.08,3D-V Fix,4,23,3.52,0.16,Orchard,2018-8-2 04:01,8/2/18 4:01
367,HRG 196 K4,K4,41890,43314.50016,43314.16683,38.9985947,-123.0960861,237.13,3D-V Fix,1.6,20,3.52,3.52,Foster Bio,2018-8-2 05:00,8/2/18 5:00
368,HRG 194,A4,41888,43314.50034,43314.167,39.0372742,-123.0920592,612.82,3D-V Fix,2.8,24,3.52,3.52,James I,2018-8-2 05:00,8/2/18 5:00
369,HRG 192 F2,F2,41886,43314.50072,43314.16738,39.0173189,-123.0647744,621.03,3D-V Fix,2.4,25,3.52,0.16,Orchard,2018-8-2 05:01,8/2/18 5:01
370,HRG 194,A4,41888,43314.54183,43314.2085,39.0370525,-123.0920089,636.84,3D-V Fix,1.8,22,3.52,3.6,James I,2018-8-2 06:00,8/2/18 6:00
371,HRG 196 K4,K4,41890,43314.54185,43314.20852,38.9985072,-123.0962092,245.92,3D-V Fix,5.4,20,3.52,3.52,Foster Bio,2018-8-2 06:00,8/2/18 6:00
372,HRG 192 F2,F2,41886,43314.54191,43314.20858,39.0174053,-123.0649114,621.88,3D-V Fix,1.6,24,3.52,0.16,Orchard,2018-8-2 06:00,8/2/18 6:00
373,HRG 192 F2,F2,41886,43314.58348,43314.25015,39.0176847,-123.0639789,639.21,3D-V Fix,3,20,3.52,0.16,Orchard,2018-8-2 07:00,8/2/18 7:00
374,HRG 196 K4,K4,41890,43314.58367,43314.25034,38.998795,-123.09608,225.54,3D-V Fix,2.2,18,3.52,3.52,Foster Bio,2018-8-2 07:00,8/2/18 7:00
375,HRG 194,A4,41888,43314.58367,43314.25034,39.0362711,-123.0899375,680.32,3D-V Fix,4,22,3.52,3.52,James I,2018-8-2 07:00,8/2/18 7:00
376,HRG 196 K4,K4,41890,43314.62516,43314.29183,38.9988947,-123.0960281,224.57,3D-V Fix,2.6,18,3.52,3.52,Foster Bio,2018-8-2 08:00,8/2/18 8:00
377,HRG 192 F2,F2,41886,43314.62528,43314.29194,39.0183344,-123.0634131,610.53,3D-V Fix,2.6,22,3.52,0.16,Orchard,2018-8-2 08:00,8/2/18 8:00
378,HRG 194,A4,41888,43314.62534,43314.292,39.0362672,-123.0899922,682.42,3D-V Fix,2.6,23,3.52,3.6,James I,2018-8-2 08:00,8/2/18 8:00
379,HRG 194,A4,41888,43314.66682,43314.33348,39.0347633,-123.0917692,643.86,3D-V Fix,3,25,3.52,3.6,James I,2018-8-2 09:00,8/2/18 9:00
380,HRG 196 K4,K4,41890,43314.66684,43314.33351,38.9994189,-123.0955058,233.75,3D-V Fix,3,22,3.52,3.52,Foster Bio,2018-8-2 09:00,8/2/18 9:00
381,HRG 192 F2,F2,41886,43314.6669,43314.33356,39.0182072,-123.0637242,670.83,3D-V Fix,2.2,24,3.52,0.16,Orchard,2018-8-2 09:00,8/2/18 9:00
382,HRG 192 F2,F2,41886,43314.7084,43314.37507,39.0170244,-123.0668186,572.43,3D-V Fix,2,25,3.6,0.16,Orchard,2018-8-2 10:00,8/2/18 10:00
383,HRG 196 K4,K4,41890,43314.70861,43314.37528,38.9994081,-123.0964053,232.08,3D-V Fix,2,26,3.52,3.6,Foster Bio,2018-8-2 10:00,8/2/18 10:00
384,HRG 194,A4,41888,43314.70899,43314.37566,39.0346794,-123.0937061,521.95,3D-V Fix,4,25,3.52,3.52,James I,2018-8-2 10:00,8/2/18 10:00
385,HRG 194,A4,41888,43314.75016,43314.41683,39.0348328,-123.0933592,559.71,3D-V Fix,4.6,30,3.52,3.52,James I,2018-8-2 11:00,8/2/18 11:00
386,HRG 196 K4,K4,41890,43314.75034,43314.417,38.9994553,-123.0962194,235.13,3D-V Fix,1.8,29,3.52,3.6,Foster Bio,2018-8-2 11:00,8/2/18 11:00
387,HRG 192 F2,F2,41886,43314.75056,43314.41722,39.0176594,-123.0679817,569.6,3D-V Fix,3.2,28,3.52,0.16,Orchard,2018-8-2 11:00,8/2/18 11:00
388,HRG 196 K4,K4,41890,43314.79184,43314.45851,38.9995036,-123.0954689,257.11,3D-V Fix,2.2,33,3.6,3.6,Foster Bio,2018-8-2 12:00,8/2/18 12:00
389,HRG 192 F2,F2,41886,43314.7919,43314.45856,39.0178242,-123.0680206,556.54,3D-V Fix,2.2,32,3.6,0.16,Orchard,2018-8-2 12:00,8/2/18 12:00
390,HRG 194,A4,41888,43314.79203,43314.45869,39.0341161,-123.0931444,562.58,3D-V Fix,5.8,37,3.52,3.6,James I,2018-8-2 12:00,8/2/18 12:00
391,HRG 194,A4,41888,43314.83368,43314.50035,39.0332789,-123.0932561,515.28,3D-V Fix,2.2,34,3.52,3.6,James I,2018-8-2 13:00,8/2/18 13:00
392,HRG 196 K4,K4,41890,43314.83373,43314.50039,38.9994181,-123.0964103,217.99,3D-V Fix,2.2,37,3.52,3.6,Foster Bio,2018-8-2 13:00,8/2/18 13:00
393,HRG 192 F2,F2,41886,43314.834,43314.50067,39.017685,-123.06961,554.96,3D Fix,3.4,35,3.52,0.16,Orchard,2018-8-2 13:00,8/2/18 13:00
394,HRG 196 K4,K4,41890,43314.87516,43314.54183,38.9995286,-123.0962208,220.3,3D-V Fix,1.8,38,3.6,3.6,Foster Bio,2018-8-2 14:00,8/2/18 14:00
395,HRG 194,A4,41888,43314.87517,43314.54184,39.0332253,-123.0932167,533.72,3D-V Fix,3.4,35,3.52,3.6,James I,2018-8-2 14:00,8/2/18 14:00
396,HRG 192 F2,F2,41886,43314.87535,43314.54201,39.0177208,-123.0697575,561.19,3D-V Fix,3,36,3.6,0.08,Orchard,2018-8-2 14:00,8/2/18 14:00
397,HRG 194,A4,41888,43314.917,43314.58367,39.0332925,-123.0931917,513.39,3D-V Fix,2,37,3.52,3.6,James I,2018-8-2 15:00,8/2/18 15:00
398,HRG 192 F2,F2,41886,43314.91701,43314.58368,39.0177561,-123.0697536,557.95,3D-V Fix,2.6,36,3.6,0.08,Orchard,2018-8-2 15:00,8/2/18 15:00
399,HRG 196 K4,K4,41890,43314.91701,43314.58368,39.0000231,-123.0959125,220.85,3D-V Fix,1.8,37,3.6,3.6,Foster Bio,2018-8-2 15:00,8/2/18 15:00
400,HRG 194,A4,41888,43314.95848,43314.62515,39.0336125,-123.0926925,547.4,3D-V Fix,3.4,35,3.6,3.6,James I,2018-8-2 16:00,8/2/18 16:00
401,HRG 196 K4,K4,41890,43314.95852,43314.62519,39.0005294,-123.0972972,213.39,3D-V Fix,3,35,3.6,3.6,Foster Bio,2018-8-2 16:00,8/2/18 16:00
402,HRG 192 F2,F2,41886,43314.95868,43314.62535,39.0177383,-123.0697856,555.6,3D-V Fix,2.4,35,3.6,0.08,Orchard,2018-8-2 16:00,8/2/18 16:00
403,HRG 196 K4,K4,41890,43315.00008,43314.66675,38.9995414,-123.0965633,221.75,3D-V Fix,2,35,3.6,3.6,Foster Bio,2018-8-2 17:00,8/2/18 17:00
404,HRG 192 F2,F2,41886,43315.00015,43314.66682,39.0164078,-123.069125,558.43,3D-V Fix,1.8,35,3.6,0.08,Orchard,2018-8-2 17:00,8/2/18 17:00
405,HRG 194,A4,41888,43315.00016,43314.66683,39.0336158,-123.0927661,546.91,3D-V Fix,3,35,3.6,3.6,James I,2018-8-2 17:00,8/2/18 17:00
406,HRG 192 F2,F2,41886,43315.04183,43314.7085,39.0189422,-123.0687219,560.6,3D-V Fix,2.6,33,3.52,0.16,Orchard,2018-8-2 18:00,8/2/18 18:00
407,HRG 196 K4,K4,41890,43315.04189,43314.70855,38.9995264,-123.0965519,236.5,3D-V Fix,1.4,35,3.52,3.6,Foster Bio,2018-8-2 18:00,8/2/18 18:00
408,HRG 194,A4,41888,43315.04201,43314.70868,39.0341067,-123.0931092,560.7,3D-V Fix,4.2,33,3.52,3.6,James I,2018-8-2 18:00,8/2/18 18:00
409,HRG 194,A4,41888,43315.08352,43314.75019,39.0362258,-123.0925233,618.24,3D-V Fix,5.8,32,3.6,3.6,James I,2018-8-2 19:00,8/2/18 19:00
410,HRG 192 F2,F2,41886,43315.08368,43314.75035,39.0182869,-123.0670247,601.16,3D-V Fix,5.2,31,3.52,0.08,Orchard,2018-8-2 19:00,8/2/18 19:00
411,HRG 196 K4,K4,41890,43315.0839,43314.75057,38.9996803,-123.09614,226.53,3D-V Fix,5.8,32,3.52,3.6,Foster Bio,2018-8-2 19:00,8/2/18 19:00
412,HRG 192 F2,F2,41886,43315.12521,43314.79188,39.0181472,-123.0665692,612.35,3D-V Fix,5.6,28,3.6,0.08,Orchard,2018-8-2 20:00,8/2/18 20:00
413,HRG 196 K4,K4,41890,43315.12521,43314.79188,38.9993528,-123.094995,244.44,3D-V Fix,3.4,29,3.52,3.52,Foster Bio,2018-8-2 20:00,8/2/18 20:00
414,HRG 194,A4,41888,43315.12531,43314.79198,39.0349936,-123.0907947,656.79,3D-V Fix,1.4,27,3.52,3.6,James I,2018-8-2 20:00,8/2/18 20:00
415,HRG 194,A4,41888,43315.16683,43314.8335,39.034955,-123.0908083,660.46,3D-V Fix,2.2,25,3.52,3.6,James I,2018-8-2 21:00,8/2/18 21:00
416,HRG 192 F2,F2,41886,43315.16703,43314.83369,39.0182192,-123.0664489,599.33,3D-V Fix,5.4,27,3.52,0.16,Orchard,2018-8-2 21:00,8/2/18 21:00
417,HRG 196 K4,K4,41890,43315.16771,43314.83438,38.9994914,-123.09476,242.9,3D-V Fix,3.8,26,3.52,3.6,Foster Bio,2018-8-2 21:01,8/2/18 21:01
418,HRG 194,A4,41888,43315.2084,43314.87507,39.035775,-123.0904744,659.32,3D-V Fix,2.4,24,3.52,3.6,James I,2018-8-2 22:00,8/2/18 22:00
419,HRG 196 K4,K4,41890,43315.20868,43314.87535,38.9998519,-123.0945794,228.42,3D-V Fix,2.2,23,3.52,3.52,Foster Bio,2018-8-2 22:00,8/2/18 22:00
420,HRG 192 F2,F2,41886,43315.20896,43314.87563,39.0182228,-123.0664022,614.71,3D-V Fix,1.8,27,3.52,0.16,Orchard,2018-8-2 22:00,8/2/18 22:00
421,HRG 192 F2,F2,41886,43315.25014,43314.91681,39.0175072,-123.0653583,615.86,3D-V Fix,2.8,21,3.6,0.16,Orchard,2018-8-2 23:00,8/2/18 23:00
422,HRG 196 K4,K4,41890,43315.25021,43314.91688,38.9999661,-123.0945506,236.59,3D-V Fix,4.2,21,3.52,3.52,Foster Bio,2018-8-2 23:00,8/2/18 23:00
423,HRG 194,A4,41888,43315.25038,43314.91705,39.0358544,-123.0904228,661.16,3D-V Fix,2.4,22,3.52,3.6,James I,2018-8-2 23:00,8/2/18 23:00
424,HRG 192 F2,F2,41886,43315.29182,43314.95848,39.0187769,-123.0646203,618.18,3D-V Fix,2.4,22,3.6,0.16,Orchard,2018-8-3 00:00,8/3/18 0:00
425,HRG 194,A4,41888,43315.29182,43314.95848,39.0358311,-123.0904519,661.18,3D-V Fix,2.6,20,3.52,3.6,James I,2018-8-3 00:00,8/3/18 0:00
426,HRG 196 K4,K4,41890,43315.292,43314.95867,39.0001783,-123.0965956,212.26,3D-V Fix,1.6,21,3.52,3.52,Foster Bio,2018-8-3 00:00,8/3/18 0:00
427,HRG 194,A4,41888,43315.33355,43315.00022,39.03672,-123.0915139,658.54,3D-V Fix,2,22,3.52,3.52,James I,2018-8-3 01:00,8/3/18 1:00
428,HRG 196 K4,K4,41890,43315.33392,43315.00059,39.0001442,-123.0965653,193.14,3D-V Fix,2.6,20,3.52,3.52,Foster Bio,2018-8-3 01:00,8/3/18 1:00
429,HRG 192 F2,F2,41886,43315.33425,43315.00091,39.0189294,-123.0651142,637.01,3D-V Fix,2,20,3.52,0.16,Orchard,2018-8-3 01:01,8/3/18 1:01
430,HRG 192 F2,F2,41886,43315.37514,43315.04181,39.0178944,-123.062425,683.53,3D-V Fix,2.6,20,3.6,0.16,Orchard,2018-8-3 02:00,8/3/18 2:00
431,HRG 194,A4,41888,43315.37514,43315.04181,39.0364858,-123.0914569,677.89,3D-V Fix,2.2,21,3.52,3.6,James I,2018-8-3 02:00,8/3/18 2:00
432,HRG 196 K4,K4,41890,43315.37517,43315.04184,39.0004086,-123.0963675,191.82,3D-V Fix,2.4,20,3.52,3.52,Foster Bio,2018-8-3 02:00,8/3/18 2:00
433,HRG 194,A4,41888,43315.41682,43315.08348,39.0370222,-123.0915631,663.2,3D-V Fix,2.2,21,3.52,3.52,James I,2018-8-3 03:00,8/3/18 3:00
434,HRG 192 F2,F2,41886,43315.41699,43315.08366,39.0188069,-123.0611644,712.56,3D-V Fix,1.8,20,3.52,0.16,Orchard,2018-8-3 03:00,8/3/18 3:00
435,HRG 196 K4,K4,41890,43315.41701,43315.08368,39.0002797,-123.0964725,204.73,3D-V Fix,2.8,18,3.52,3.52,Foster Bio,2018-8-3 03:00,8/3/18 3:00
436,HRG 196 K4,K4,41890,43315.4585,43315.12516,38.9995431,-123.0963642,213.57,3D-V Fix,4.2,18,3.52,3.52,Foster Bio,2018-8-3 04:00,8/3/18 4:00
437,HRG 192 F2,F2,41886,43315.45859,43315.12525,39.0188853,-123.0611117,705.02,3D-V Fix,4,21,3.52,0.16,Orchard,2018-8-3 04:00,8/3/18 4:00
438,HRG 194,A4,41888,43315.45867,43315.12534,39.0370592,-123.0917183,647.05,3D-V Fix,2.2,20,3.52,3.52,James I,2018-8-3 04:00,8/3/18 4:00
439,HRG 194,A4,41888,43315.50013,43315.16679,39.0369703,-123.0917572,646.51,3D-V Fix,2,20,3.52,3.6,James I,2018-8-3 05:00,8/3/18 5:00
440,HRG 196 K4,K4,41890,43315.50035,43315.16701,38.9994944,-123.0964553,226.59,3D-V Fix,1.4,17,3.52,3.52,Foster Bio,2018-8-3 05:00,8/3/18 5:00
441,HRG 192 F2,F2,41886,43315.50063,43315.16729,39.0188889,-123.061465,715.64,3D-V Fix,2.4,21,3.52,0.16,Orchard,2018-8-3 05:00,8/3/18 5:00
442,HRG 196 K4,K4,41890,43315.54183,43315.2085,38.9994061,-123.0964078,224.41,3D-V Fix,1.6,20,3.52,3.52,Foster Bio,2018-8-3 06:00,8/3/18 6:00
443,HRG 192 F2,F2,41886,43315.54188,43315.20854,39.0194081,-123.0620031,698.5,3D-V Fix,1.8,20,3.52,0.16,Orchard,2018-8-3 06:00,8/3/18 6:00
444,HRG 194,A4,41888,43315.5419,43315.20856,39.0369086,-123.0907283,666.08,3D-V Fix,1.6,20,3.52,3.6,James I,2018-8-3 06:00,8/3/18 6:00
445,HRG 196 K4,K4,41890,43315.5835,43315.25016,38.9991756,-123.0962011,217.85,3D-V Fix,3.6,17,3.52,3.52,Foster Bio,2018-8-3 07:00,8/3/18 7:00
446,HRG 194,A4,41888,43315.58368,43315.25035,39.0356878,-123.0893108,676.03,3D-V Fix,2.2,19,3.52,3.52,James I,2018-8-3 07:00,8/3/18 7:00
447,HRG 192 F2,F2,41886,43315.58389,43315.25056,39.0196644,-123.06695,645.92,3D-V Fix,4.2,20,3.52,0.16,Orchard,2018-8-3 07:00,8/3/18 7:00
448,HRG 194,A4,41888,43315.62515,43315.29182,39.0340228,-123.0906133,649.97,3D-V Fix,2.4,21,3.52,3.6,James I,2018-8-3 08:00,8/3/18 8:00
