,Device.Name,AnimalID,Device.ID,Date...Time..GMT.,Date...Time..Local.,Latitude,Longitude,Altitude,Fix.Status,DOP,Temp..C.,Main..V.,Back..V.,Capture_Pasture,TimeStamp,TimeStamp1
598,HRG 192 F2,F2,41886,43320.00035,43319.66701,39.0188806,-123.0637797,677.07,3D-V Fix,3.6,33,3.6,0.16,Orchard,2018-8-7 17:00,8/7/18 17:00
599,HRG 192 F2,F2,41886,43320.04183,43319.7085,39.0182325,-123.0632475,676.9,3D-V Fix,6,33,3.6,0.16,Orchard,2018-8-7 18:00,8/7/18 18:00
600,HRG 192 F2,F2,41886,43320.08368,43319.75035,39.0180997,-123.0632475,664.94,3D-V Fix,2.8,29,3.6,0.16,Orchard,2018-8-7 19:00,8/7/18 19:00
601,HRG 192 F2,F2,41886,43320.12515,43319.79182,39.0174336,-123.0647003,627.53,3D-V Fix,1.8,27,3.6,0.16,Orchard,2018-8-7 20:00,8/7/18 20:00
602,HRG 192 F2,F2,41886,43320.16682,43319.83348,39.0173758,-123.0649328,608.47,3D-V Fix,3,25,3.6,0.16,Orchard,2018-8-7 21:00,8/7/18 21:00
603,HRG 192 F2,F2,41886,43320.20856,43319.87523,39.0173742,-123.0649667,626.14,3D-V Fix,3,24,3.6,0.16,Orchard,2018-8-7 22:00,8/7/18 22:00
604,HRG 192 F2,F2,41886,43320.25015,43319.91682,39.0174303,-123.0649667,631.18,3D-V Fix,2.4,24,3.6,0.16,Orchard,2018-8-7 23:00,8/7/18 23:00
605,HRG 192 F2,F2,41886,43320.29174,43319.9584,39.0175461,-123.0647608,634.36,3D-V Fix,2,24,3.6,0.16,Orchard,2018-8-8 00:00,8/8/18 0:00
606,HRG 192 F2,F2,41886,43320.33367,43320.00034,39.0173736,-123.0649142,646.87,3D-V Fix,2.2,23,3.52,0.16,Orchard,2018-8-8 01:00,8/8/18 1:00
607,HRG 192 F2,F2,41886,43320.37515,43320.04182,39.0174011,-123.0648683,638.33,3D-V Fix,2.4,23,3.6,0.16,Orchard,2018-8-8 02:00,8/8/18 2:00
608,HRG 192 F2,F2,41886,43320.417,43320.08367,39.0182214,-123.0637617,660.98,3D-V Fix,3,22,3.52,0.16,Orchard,2018-8-8 03:00,8/8/18 3:00
609,HRG 192 F2,F2,41886,43320.45847,43320.12514,39.0184956,-123.0627356,672.63,3D-V Fix,1.8,22,3.6,0.16,Orchard,2018-8-8 04:00,8/8/18 4:00
610,HRG 192 F2,F2,41886,43320.50014,43320.16681,39.0184278,-123.0627747,673.98,3D-V Fix,2.4,22,3.6,0.16,Orchard,2018-8-8 05:00,8/8/18 5:00
611,HRG 192 F2,F2,41886,43320.54201,43320.20868,39.0184208,-123.0627747,673.35,3D-V Fix,1.6,22,3.52,0.16,Orchard,2018-8-8 06:00,8/8/18 6:00
612,HRG 192 F2,F2,41886,43320.58348,43320.25015,39.0180339,-123.0633217,662.85,3D-V Fix,1.8,23,3.6,0.16,Orchard,2018-8-8 07:00,8/8/18 7:00
613,HRG 192 F2,F2,41886,43320.62515,43320.29182,39.0186944,-123.0639439,667.63,3D-V Fix,2.4,25,3.6,0.16,Orchard,2018-8-8 08:00,8/8/18 8:00
614,HRG 192 F2,F2,41886,43320.66701,43320.33368,39.0189744,-123.0649944,630.85,3D-V Fix,2.6,28,3.52,0.16,Orchard,2018-8-8 09:00,8/8/18 9:00
615,HRG 192 F2,F2,41886,43320.7085,43320.37516,39.0174389,-123.0647981,644.3,3D-V Fix,3.6,31,3.6,0.16,Orchard,2018-8-8 10:00,8/8/18 10:00
616,HRG 192 F2,F2,41886,43320.75016,43320.41683,39.0174217,-123.0653197,605.35,3D-V Fix,5.2,29,3.6,0.16,Orchard,2018-8-8 11:00,8/8/18 11:00
617,HRG 192 F2,F2,41886,43320.79201,43320.45868,39.0173006,-123.0650667,628.31,3D-V Fix,1.4,30,3.52,0.16,Orchard,2018-8-8 12:00,8/8/18 12:00
618,HRG 192 F2,F2,41886,43320.83347,43320.50014,39.0173006,-123.0654211,617.18,3D-V Fix,2.4,34,3.6,0.16,Orchard,2018-8-8 13:00,8/8/18 13:00
619,HRG 192 F2,F2,41886,43320.87513,43320.54179,39.01784,-123.0658344,602.03,3D-V Fix,1.6,36,3.6,0.16,Orchard,2018-8-8 14:00,8/8/18 14:00
620,HRG 192 F2,F2,41886,43320.91701,43320.58368,39.0178353,-123.0678147,550.28,3D-V Fix,2,39,3.6,0.16,Orchard,2018-8-8 15:00,8/8/18 15:00
621,HRG 192 F2,F2,41886,43320.95848,43320.62515,39.0180069,-123.0677147,556.92,3D-V Fix,3.8,37,3.6,0.16,Orchard,2018-8-8 16:00,8/8/18 16:00
622,HRG 192 F2,F2,41886,43321.00015,43320.66682,39.0179147,-123.0678047,552.09,3D-V Fix,3,37,3.6,0.16,Orchard,2018-8-8 17:00,8/8/18 17:00
623,HRG 192 F2,F2,41886,43321.04201,43320.70868,39.0174111,-123.0679122,559.14,3D-V Fix,3.2,35,3.6,0.16,Orchard,2018-8-8 18:00,8/8/18 18:00
624,HRG 192 F2,F2,41886,43321.08348,43320.75015,39.0172483,-123.0665206,589.38,3D-V Fix,4.8,34,3.6,0.08,Orchard,2018-8-8 19:00,8/8/18 19:00
625,HRG 192 F2,F2,41886,43321.12535,43320.79201,39.0174036,-123.0650011,620.53,3D-V Fix,1.6,32,3.6,0.16,Orchard,2018-8-8 20:00,8/8/18 20:00
626,HRG 192 F2,F2,41886,43321.16679,43320.83346,39.0174011,-123.0649283,630.4,3D-V Fix,2,28,3.6,0.08,Orchard,2018-8-8 21:00,8/8/18 21:00
627,HRG 192 F2,F2,41886,43321.20848,43320.87515,39.0174244,-123.0649367,619.27,3D-V Fix,3,26,3.6,0.16,Orchard,2018-8-8 22:00,8/8/18 22:00
628,HRG 192 F2,F2,41886,43321.25036,43320.91703,39.0189828,-123.0649689,631.28,3D-V Fix,3.6,25,3.52,0.16,Orchard,2018-8-8 23:00,8/8/18 23:00
629,HRG 192 F2,F2,41886,43321.29222,43320.95889,39.0189819,-123.064935,644.1,3D-V Fix,1.6,24,3.52,0.16,Orchard,2018-8-9 00:00,8/9/18 0:00
630,HRG 192 F2,F2,41886,43321.33346,43321.00013,39.0189569,-123.0649664,636.44,3D-V Fix,3.8,24,3.6,0.16,Orchard,2018-8-9 01:00,8/9/18 1:00
631,HRG 192 F2,F2,41886,43321.37513,43321.04179,39.0190486,-123.0649175,636.55,3D-V Fix,2.8,24,3.6,0.16,Orchard,2018-8-9 02:00,8/9/18 2:00
632,HRG 192 F2,F2,41886,43321.41703,43321.08369,39.0189847,-123.0649022,635.8,3D-V Fix,2.2,24,3.52,0.16,Orchard,2018-8-9 03:00,8/9/18 3:00
633,HRG 192 F2,F2,41886,43321.45855,43321.12522,39.0189858,-123.0649675,648.34,3D-V Fix,2.2,24,3.6,0.16,Orchard,2018-8-9 04:00,8/9/18 4:00
634,HRG 192 F2,F2,41886,43321.50008,43321.16675,39.0190283,-123.0649181,639.35,3D-V Fix,2,23,3.6,0.16,Orchard,2018-8-9 05:00,8/9/18 5:00
635,HRG 192 F2,F2,41886,43321.54228,43321.20895,39.0190267,-123.0649022,639.58,3D-V Fix,2.6,24,3.52,0.16,Orchard,2018-8-9 06:00,8/9/18 6:00
636,HRG 192 F2,F2,41886,43321.58346,43321.25013,39.0200636,-123.0667308,667.47,3D-V Fix,2.4,25,3.6,0.16,Orchard,2018-8-9 07:00,8/9/18 7:00
637,HRG 192 F2,F2,41886,43321.62514,43321.29181,39.0203831,-123.0679533,623.69,3D-V Fix,4.2,25,3.6,0.16,Orchard,2018-8-9 08:00,8/9/18 8:00
638,HRG 192 F2,F2,41886,43321.66701,43321.33368,39.0193353,-123.0688619,586.16,3D-V Fix,2.6,28,3.52,0.16,Orchard,2018-8-9 09:00,8/9/18 9:00
639,HRG 192 F2,F2,41886,43321.70896,43321.37563,39.0187642,-123.0687333,594.54,3D-V Fix,2.4,32,3.52,0.16,Orchard,2018-8-9 10:00,8/9/18 10:00
640,HRG 192 F2,F2,41886,43321.75023,43321.4169,39.0188917,-123.0688467,586.6,3D-V Fix,2.2,32,3.6,0.16,Orchard,2018-8-9 11:00,8/9/18 11:00
641,HRG 192 F2,F2,41886,43321.79201,43321.45868,39.0192286,-123.0689597,592.85,3D-V Fix,3.6,35,3.6,0.16,Orchard,2018-8-9 12:00,8/9/18 12:00
642,HRG 192 F2,F2,41886,43321.83389,43321.50056,39.0192706,-123.0689597,596.63,3D-V Fix,2.4,36,3.52,0.16,Orchard,2018-8-9 13:00,8/9/18 13:00
643,HRG 192 F2,F2,41886,43321.87521,43321.54188,39.0192794,-123.0686175,601.77,3D-V Fix,3,37,3.6,0.16,Orchard,2018-8-9 14:00,8/9/18 14:00
644,HRG 192 F2,F2,41886,43321.91701,43321.58368,39.0192086,-123.0686581,586.06,3D-V Fix,1.6,37,3.6,0.16,Orchard,2018-8-9 15:00,8/9/18 15:00
645,HRG 192 F2,F2,41886,43321.95854,43321.62521,39.0193764,-123.0690308,582.14,3D-V Fix,2.2,38,3.6,0.16,Orchard,2018-8-9 16:00,8/9/18 16:00
646,HRG 192 F2,F2,41886,43322.00013,43321.66679,39.0191628,-123.0686111,592.35,3D-V Fix,2.4,38,3.6,0.08,Orchard,2018-8-9 17:00,8/9/18 17:00
647,HRG 192 F2,F2,41886,43322.04198,43321.70865,39.0188539,-123.0680903,575.9,3D-V Fix,2.4,36,3.6,0.16,Orchard,2018-8-9 18:00,8/9/18 18:00
648,HRG 192 F2,F2,41886,43322.08355,43321.75022,39.0188353,-123.0681711,581.63,3D-V Fix,2.6,33,3.6,0.08,Orchard,2018-8-9 19:00,8/9/18 19:00
649,HRG 192 F2,F2,41886,43322.12506,43321.79172,39.0179911,-123.0676797,559.1,3D-V Fix,3.4,31,3.6,0.08,Orchard,2018-8-9 20:00,8/9/18 20:00
650,HRG 192 F2,F2,41886,43322.16701,43321.83368,39.0174044,-123.0649147,623.58,3D-V Fix,3,29,3.6,0.16,Orchard,2018-8-9 21:00,8/9/18 21:00
651,HRG 192 F2,F2,41886,43322.20855,43321.87522,39.0174133,-123.0649725,623.95,3D-V Fix,3.4,28,3.6,0.16,Orchard,2018-8-9 22:00,8/9/18 22:00
652,HRG 192 F2,F2,41886,43322.25015,43321.91682,39.0172908,-123.0648053,639.18,3D-V Fix,5.2,26,3.6,0.16,Orchard,2018-8-9 23:00,8/9/18 23:00
653,HRG 192 F2,F2,41886,43322.29201,43321.95868,39.0173767,-123.0650019,627.39,3D-V Fix,1.4,25,3.52,0.16,Orchard,2018-8-10 00:00,8/10/18 0:00
654,HRG 192 F2,F2,41886,43322.33354,43322.00021,39.0174717,-123.0648564,620.75,3D-V Fix,2.6,25,3.6,0.16,Orchard,2018-8-10 01:00,8/10/18 1:00
655,HRG 192 F2,F2,41886,43322.37515,43322.04182,39.0189178,-123.0650622,630.67,3D-V Fix,3,24,3.6,0.16,Orchard,2018-8-10 02:00,8/10/18 2:00
656,HRG 192 F2,F2,41886,43322.417,43322.08367,39.0188083,-123.0650992,671.1,3D-V Fix,6.4,24,3.52,0.16,Orchard,2018-8-10 03:00,8/10/18 3:00
657,HRG 192 F2,F2,41886,43322.45848,43322.12515,39.0189458,-123.064965,652.23,3D-V Fix,4,23,3.6,0.16,Orchard,2018-8-10 04:00,8/10/18 4:00
658,HRG 192 F2,F2,41886,43322.50056,43322.16722,39.0189833,-123.0649694,635.97,3D-V Fix,1.8,24,3.52,0.16,Orchard,2018-8-10 05:00,8/10/18 5:00
659,HRG 192 F2,F2,41886,43322.5417,43322.20837,39.0189536,-123.0650361,628.93,3D-V Fix,2,23,3.6,0.16,Orchard,2018-8-10 06:00,8/10/18 6:00
