Station,BCI,DateTimeOriginal,Date,Time,Species,Month,TimeStamp,TimePeriod,Area
D14,4,9/20/2018 6:57,9/20/2018,6:57:37,Deer - Doe,9,9/20/2018 6:57,Post,Outside
D14,4,9/20/2018 12:01,9/20/2018,12:01:40,Deer - Doe,9,9/20/2018 12:01,Post,Outside
C15,4,9/21/2018 6:23,9/21/2018,6:23:51,Deer - Doe,9,9/21/2018 6:23,Post,Outside
C15,4,9/21/2018 6:45,9/21/2018,6:45:42,Deer - Doe,9,9/21/2018 6:45,Post,Outside
B12,4,9/22/2018 19:33,9/22/2018,19:33:11,Deer - Buck,9,9/22/2018 19:33,Post,Outside
B14,3,9/22/2018 19:57,9/22/2018,19:57:34,Deer - Doe,9,9/22/2018 19:57,Post,Outside
C15,2,9/22/2018 5:37,9/22/2018,5:37:00,Deer - Buck,9,9/22/2018 5:37,Post,Outside
D12,2,9/22/2018 18:35,9/22/2018,18:35:28,Deer - Doe,9,9/22/2018 18:35,Post,Outside
B14,3,9/23/2018 8:57,9/23/2018,8:57:47,Deer - Buck,9,9/23/2018 8:57,Post,Outside
B14,4,9/23/2018 3:42,9/23/2018,3:42:11,Deer - Buck,9,9/23/2018 3:42,Post,Outside
B14,3,9/23/2018 8:57,9/23/2018,8:57:46,Deer - Doe,9,9/23/2018 8:57,Post,Outside
C17,3,9/23/2018 6:33,9/23/2018,6:33:23,Deer - Doe,9,9/23/2018 6:33,Post,Outside
E13,4,9/23/2018 8:43,9/23/2018,8:43:27,Deer - Doe,9,9/23/2018 8:43,Post,Outside
B12,4,9/24/2018 20:37,9/24/2018,20:37:53,Deer - Doe,9,9/24/2018 20:37,Post,Outside
B14,3,9/24/2018 3:54,9/24/2018,3:54:26,Deer - Doe,9,9/24/2018 3:54,Post,Outside
C15,5,9/24/2018 7:09,9/24/2018,7:09:02,Deer - Buck,9,9/24/2018 7:09,Post,Outside
D12,3,9/24/2018 3:20,9/24/2018,3:20:08,Deer - Doe,9,9/24/2018 3:20,Post,Outside
D12,4,9/24/2018 3:20,9/24/2018,3:20:10,Deer - Doe,9,9/24/2018 3:20,Post,Outside
D16,3,9/24/2018 23:22,9/24/2018,23:22:29,Deer - Doe,9,9/24/2018 23:22,Post,Outside
E13,4,9/24/2018 19:21,9/24/2018,19:21:43,Deer - Doe,9,9/24/2018 19:21,Post,Outside
E15,3,9/24/2018 22:46,9/24/2018,22:46:33,Deer - Doe,9,9/24/2018 22:46,Post,Outside
F10,4,9/24/2018 10:43,9/24/2018,10:43:19,Deer - Doe,9,9/24/2018 10:43,Post,Outside
B14,3,9/25/2018 20:15,9/25/2018,20:15:15,Deer - Buck,9,9/25/2018 20:15,Post,Outside
B14,4,9/25/2018 20:23,9/25/2018,20:23:15,Deer - Buck,9,9/25/2018 20:23,Post,Outside
B14,4,9/25/2018 21:42,9/25/2018,21:42:21,Deer - Doe,9,9/25/2018 21:42,Post,Outside
C15,2,9/25/2018 0:20,9/25/2018,0:20:42,Deer - Doe,9,9/25/2018 0:20,Post,Outside
C17,5,9/25/2018 1:13,9/25/2018,1:13:56,Deer - Buck,9,9/25/2018 1:13,Post,Outside
D12,2,9/25/2018 6:31,9/25/2018,6:31:18,Deer - Doe,9,9/25/2018 6:31,Post,Outside
D12,4,9/25/2018 21:44,9/25/2018,21:44:31,Deer - Doe,9,9/25/2018 21:44,Post,Outside
D16,4,9/25/2018 3:00,9/25/2018,3:00:44,Deer - Doe,9,9/25/2018 3:00,Post,Outside
D16,4,9/25/2018 3:17,9/25/2018,3:17:51,Deer - Doe,9,9/25/2018 3:17,Post,Outside
B14,3,9/26/2018 2:24,9/26/2018,2:24:59,Deer - Buck,9,9/26/2018 2:24,Post,Outside
B14,3,9/26/2018 10:36,9/26/2018,10:36:29,Deer - Buck,9,9/26/2018 10:36,Post,Outside
B14,4,9/26/2018 2:24,9/26/2018,2:24:58,Deer - Buck,9,9/26/2018 2:24,Post,Outside
B14,4,9/26/2018 3:00,9/26/2018,3:00:33,Deer - Buck,9,9/26/2018 3:00,Post,Outside
B14,2,9/26/2018 10:36,9/26/2018,10:36:32,Deer - Doe,9,9/26/2018 10:36,Post,Outside
B14,3,9/26/2018 10:36,9/26/2018,10:36:29,Deer - Doe,9,9/26/2018 10:36,Post,Outside
E15,1,9/26/2018 21:24,9/26/2018,21:24:34,Deer - Doe,9,9/26/2018 21:24,Post,Outside
C09,2,5/28/2018 0:46,5/28/2018,0:46:57,Deer - Doe,5,5/28/2018 0:46,Pre,Inside
D04,5,5/28/2018 4:27,5/28/2018,4:27:17,Deer - Buck,5,5/28/2018 4:27,Pre,Inside
E05,4,5/28/2018 10:20,5/28/2018,10:20:03,Deer - Buck,5,5/28/2018 10:20,Pre,Inside
E05,3,5/28/2018 2:29,5/28/2018,2:29:13,Deer - Doe,5,5/28/2018 2:29,Pre,Inside
E05,3,5/28/2018 5:44,5/28/2018,5:44:55,Deer - Doe,5,5/28/2018 5:44,Pre,Inside
E05,4,5/29/2018 0:15,5/29/2018,0:15:44,Deer - Buck,5,5/29/2018 0:15,Pre,Inside
E05,4,5/29/2018 0:57,5/29/2018,0:57:08,Deer - Buck,5,5/29/2018 0:57,Pre,Inside
E05,2,5/29/2018 2:57,5/29/2018,2:57:59,Deer - Doe,5,5/29/2018 2:57,Pre,Inside
E05,4,5/29/2018 0:48,5/29/2018,0:48:56,Deer - Doe,5,5/29/2018 0:48,Pre,Inside
F06,4,5/29/2018 21:31,5/29/2018,21:31:47,Deer - Doe,5,5/29/2018 21:31,Pre,Inside
C09,3,5/30/2018 4:03,5/30/2018,4:03:04,Deer - Doe,5,5/30/2018 4:03,Pre,Inside
E05,5,5/30/2018 1:33,5/30/2018,1:33:41,Deer - Buck,5,5/30/2018 1:33,Pre,Inside
E05,3,5/30/2018 1:22,5/30/2018,1:22:00,Deer - Doe,5,5/30/2018 1:22,Pre,Inside
F10,3,5/30/2018 0:11,5/30/2018,0:11:29,Deer - Buck,5,5/30/2018 0:11,Pre,Inside
B10,4,5/31/2018 6:26,5/31/2018,6:26:07,Deer - Doe,5,5/31/2018 6:26,Pre,Inside
D04,3,5/31/2018 23:44,5/31/2018,23:44:20,Deer - Doe,5,5/31/2018 23:44,Pre,Inside
E05,3,5/31/2018 9:08,5/31/2018,9:08:17,Deer - Doe,5,5/31/2018 9:08,Pre,Inside
G09,4,5/31/2018 12:17,5/31/2018,12:17:11,Deer - Buck,5,5/31/2018 12:17,Pre,Inside
C03,4,6/1/2018 9:56,6/1/2018,9:56:39,Deer - Buck,6,6/1/2018 9:56,Pre,Inside
E07,4,6/1/2018 19:32,6/1/2018,19:32:58,Deer - Doe,6,6/1/2018 19:32,Pre,Inside
E11,4,6/1/2018 10:13,6/1/2018,10:13:16,Deer - Buck,6,6/1/2018 10:13,Pre,Inside
C03,3,6/2/2018 15:11,6/2/2018,15:11:32,Deer - Buck,6,6/2/2018 15:11,Pre,Inside
C09,4,6/3/2018 2:38,6/3/2018,2:38:22,Deer - Doe,6,6/3/2018 2:38,Pre,Inside
C09,4,6/3/2018 23:45,6/3/2018,23:45:28,Deer - Doe,6,6/3/2018 23:45,Pre,Inside
D08,5,6/3/2018 5:41,6/3/2018,5:41:11,Deer - Buck,6,6/3/2018 5:41,Pre,Inside
E05,3,6/3/2018 22:52,6/3/2018,22:52:08,Deer - Buck,6,6/3/2018 22:52,Pre,Inside
E05,3,6/3/2018 20:14,6/3/2018,20:14:51,Deer - Doe,6,6/3/2018 20:14,Pre,Inside
E05,4,6/3/2018 20:14,6/3/2018,20:14:43,Deer - Doe,6,6/3/2018 20:14,Pre,Inside
C09,4,6/4/2018 22:20,6/4/2018,22:20:03,Deer - Doe,6,6/4/2018 22:20,Pre,Inside
D08,3,6/4/2018 0:19,6/4/2018,0:19:22,Deer - Buck,6,6/4/2018 0:19,Pre,Inside
D08,3,6/4/2018 20:44,6/4/2018,20:44:19,Deer - Doe,6,6/4/2018 20:44,Pre,Inside
E05,3,6/4/2018 7:47,6/4/2018,7:47:20,Deer - Doe,6,6/4/2018 7:47,Pre,Inside
E09,1,6/4/2018 13:02,6/4/2018,13:02:42,Deer - Doe,6,6/4/2018 13:02,Pre,Inside
F08,3,6/4/2018 20:46,6/4/2018,20:46:26,Deer - Doe,6,6/4/2018 20:46,Pre,Inside
D04,4,6/5/2018 23:20,6/5/2018,23:20:32,Deer - Doe,6,6/5/2018 23:20,Pre,Inside
E05,4,6/5/2018 10:55,6/5/2018,10:55:47,Deer - Buck,6,6/5/2018 10:55,Pre,Inside
E05,4,6/5/2018 0:37,6/5/2018,0:37:43,Deer - Doe,6,6/5/2018 0:37,Pre,Inside
F10,4,6/5/2018 10:07,6/5/2018,10:07:43,Deer - Doe,6,6/5/2018 10:07,Pre,Inside
G11,2,6/5/2018 8:22,6/5/2018,8:22:15,Deer - Doe,6,6/5/2018 8:22,Pre,Inside
D04,1,6/6/2018 2:53,6/6/2018,2:53:03,Deer - Doe,6,6/6/2018 2:53,Pre,Inside
D04,3,6/6/2018 21:01,6/6/2018,21:01:45,Deer - Doe,6,6/6/2018 21:01,Pre,Inside
D04,4,6/6/2018 22:18,6/6/2018,22:18:41,Deer - Doe,6,6/6/2018 22:18,Pre,Inside
D08,3,6/6/2018 9:41,6/6/2018,9:41:33,Deer - Buck,6,6/6/2018 9:41,Pre,Inside
D08,4,6/6/2018 21:04,6/6/2018,21:04:02,Deer - Buck,6,6/6/2018 21:04,Pre,Inside
E05,4,6/6/2018 22:00,6/6/2018,22:00:17,Deer - Buck,6,6/6/2018 22:00,Pre,Inside
E05,1,6/6/2018 19:11,6/6/2018,19:11:02,Deer - Doe,6,6/6/2018 19:11,Pre,Inside
E05,3,6/6/2018 4:11,6/6/2018,4:11:23,Deer - Doe,6,6/6/2018 4:11,Pre,Inside
E07,3,6/6/2018 22:07,6/6/2018,22:07:11,Deer - Doe,6,6/6/2018 22:07,Pre,Inside
B02,3,6/7/2018 20:09,6/7/2018,20:09:02,Deer - Buck,6,6/7/2018 20:09,Pre,Inside
B10,4,6/7/2018 15:25,6/7/2018,15:25:53,Deer - Doe,6,6/7/2018 15:25,Pre,Inside
D04,3,6/7/2018 0:37,6/7/2018,0:37:12,Deer - Doe,6,6/7/2018 0:37,Pre,Inside
D08,3,6/7/2018 0:42,6/7/2018,0:42:39,Deer - Buck,6,6/7/2018 0:42,Pre,Inside
D08,3,6/7/2018 3:31,6/7/2018,3:31:03,Deer - Buck,6,6/7/2018 3:31,Pre,Inside
D08,3,6/7/2018 23:09,6/7/2018,23:09:32,Deer - Buck,6,6/7/2018 23:09,Pre,Inside
D08,4,6/7/2018 0:01,6/7/2018,0:01:25,Deer - Buck,6,6/7/2018 0:01,Pre,Inside
E05,4,6/7/2018 21:55,6/7/2018,21:55:03,Deer - Buck,6,6/7/2018 21:55,Pre,Inside
E05,4,6/7/2018 2:21,6/7/2018,2:21:26,Deer - Doe,6,6/7/2018 2:21,Pre,Inside
E05,4,6/7/2018 7:08,6/7/2018,7:08:18,Deer - Doe,6,6/7/2018 7:08,Pre,Inside
F08,3,6/7/2018 3:39,6/7/2018,3:39:28,Deer - Doe,6,6/7/2018 3:39,Pre,Inside
C09,4,6/8/2018 21:42,6/8/2018,21:42:38,Deer - Doe,6,6/8/2018 21:42,Pre,Inside
D04,3,6/8/2018 0:11,6/8/2018,0:11:30,Deer - Doe,6,6/8/2018 0:11,Pre,Inside
D08,3,6/8/2018 0:48,6/8/2018,0:48:24,Deer - Buck,6,6/8/2018 0:48,Pre,Inside
D08,3,6/8/2018 1:11,6/8/2018,1:11:39,Deer - Buck,6,6/8/2018 1:11,Pre,Inside
D08,3,6/8/2018 1:55,6/8/2018,1:55:36,Deer - Buck,6,6/8/2018 1:55,Pre,Inside
D08,4,6/8/2018 1:00,6/8/2018,1:00:09,Deer - Buck,6,6/8/2018 1:00,Pre,Inside
D08,4,6/8/2018 1:58,6/8/2018,1:58:59,Deer - Buck,6,6/8/2018 1:58,Pre,Inside
D08,4,6/8/2018 1:03,6/8/2018,1:03:35,Deer - Doe,6,6/8/2018 1:03,Pre,Inside
F06,4,6/8/2018 3:41,6/8/2018,3:41:05,Deer - Doe,6,6/8/2018 3:41,Pre,Inside
F10,4,6/8/2018 9:51,6/8/2018,9:51:15,Deer - Doe,6,6/8/2018 9:51,Pre,Inside
G11,1,6/8/2018 7:23,6/8/2018,7:23:44,Deer - Doe,6,6/8/2018 7:23,Pre,Inside
C03,4,6/9/2018 7:08,6/9/2018,7:08:44,Deer - Doe,6,6/9/2018 7:08,Pre,Inside
E11,2,6/9/2018 11:00,6/9/2018,11:00:30,Deer - Doe,6,6/9/2018 11:00,Pre,Inside
F10,4,6/9/2018 19:46,6/9/2018,19:46:55,Deer - Buck,6,6/9/2018 19:46,Pre,Inside
F10,4,6/9/2018 19:46,6/9/2018,19:46:55,Deer - Doe,6,6/9/2018 19:46,Pre,Inside
B02,3,6/10/2018 8:33,6/10/2018,8:33:24,Deer - Buck,6,6/10/2018 8:33,Pre,Inside
B02,4,6/10/2018 6:46,6/10/2018,6:46:34,Deer - Buck,6,6/10/2018 6:46,Pre,Inside
B02,4,6/10/2018 10:50,6/10/2018,10:50:23,Deer - Buck,6,6/10/2018 10:50,Pre,Inside
B02,4,6/10/2018 21:18,6/10/2018,21:18:50,Deer - Buck,6,6/10/2018 21:18,Pre,Inside
B10,3,6/10/2018 8:19,6/10/2018,8:19:49,Deer - Buck,6,6/10/2018 8:19,Pre,Inside
D04,4,6/10/2018 23:47,6/10/2018,23:47:13,Deer - Doe,6,6/10/2018 23:47,Pre,Inside
D08,4,6/10/2018 23:50,6/10/2018,23:50:13,Deer - Buck,6,6/10/2018 23:50,Pre,Inside
D08,3,6/10/2018 3:10,6/10/2018,3:10:29,Deer - Doe,6,6/10/2018 3:10,Pre,Inside
E05,4,6/10/2018 22:22,6/10/2018,22:22:21,Deer - Buck,6,6/10/2018 22:22,Pre,Inside
F08,3,6/10/2018 10:28,6/10/2018,10:28:14,Deer - Doe,6,6/10/2018 10:28,Pre,Inside
B02,3,6/11/2018 21:12,6/11/2018,21:12:49,Deer - Buck,6,6/11/2018 21:12,Pre,Inside
C09,4,6/11/2018 22:16,6/11/2018,22:16:50,Deer - Doe,6,6/11/2018 22:16,Pre,Inside
D04,1,6/11/2018 7:44,6/11/2018,7:44:03,Deer - Doe,6,6/11/2018 7:44,Pre,Inside
D04,2,6/11/2018 7:39,6/11/2018,7:39:09,Deer - Doe,6,6/11/2018 7:39,Pre,Inside
D04,3,6/11/2018 22:19,6/11/2018,22:19:00,Deer - Doe,6,6/11/2018 22:19,Pre,Inside
D04,4,6/11/2018 2:46,6/11/2018,2:46:52,Deer - Doe,6,6/11/2018 2:46,Pre,Inside
D08,3,6/11/2018 0:15,6/11/2018,0:15:49,Deer - Buck,6,6/11/2018 0:15,Pre,Inside
D08,3,6/11/2018 2:38,6/11/2018,2:38:58,Deer - Buck,6,6/11/2018 2:38,Pre,Inside
D08,3,6/11/2018 2:54,6/11/2018,2:54:08,Deer - Buck,6,6/11/2018 2:54,Pre,Inside
D08,3,6/11/2018 5:43,6/11/2018,5:43:25,Deer - Buck,6,6/11/2018 5:43,Pre,Inside
D08,4,6/11/2018 20:47,6/11/2018,20:47:11,Deer - Doe,6,6/11/2018 20:47,Pre,Inside
E05,3,6/11/2018 9:12,6/11/2018,9:12:45,Deer - Doe,6,6/11/2018 9:12,Pre,Inside
E05,3,6/11/2018 10:11,6/11/2018,10:11:37,Deer - Doe,6,6/11/2018 10:11,Pre,Inside
E05,3,6/11/2018 16:25,6/11/2018,16:25:09,Deer - Doe,6,6/11/2018 16:25,Pre,Inside
E11,3,6/11/2018 21:23,6/11/2018,21:23:11,Deer - Buck,6,6/11/2018 21:23,Pre,Inside
G11,3,6/11/2018 8:05,6/11/2018,8:05:37,Deer - Buck,6,6/11/2018 8:05,Pre,Inside
B02,3,6/12/2018 0:37,6/12/2018,0:37:39,Deer - Doe,6,6/12/2018 0:37,Pre,Inside
B02,4,6/12/2018 19:45,6/12/2018,19:45:59,Deer - Doe,6,6/12/2018 19:45,Pre,Inside
C09,4,6/12/2018 5:01,6/12/2018,5:01:29,Deer - Doe,6,6/12/2018 5:01,Pre,Inside
D04,3,6/12/2018 0:32,6/12/2018,0:32:51,Deer - Doe,6,6/12/2018 0:32,Pre,Inside
D04,4,6/12/2018 0:36,6/12/2018,0:36:58,Deer - Doe,6,6/12/2018 0:36,Pre,Inside
D04,4,6/12/2018 3:14,6/12/2018,3:14:52,Deer - Doe,6,6/12/2018 3:14,Pre,Inside
D04,4,6/12/2018 21:24,6/12/2018,21:24:55,Deer - Doe,6,6/12/2018 21:24,Pre,Inside
D06,3,6/12/2018 21:07,6/12/2018,21:07:27,Deer - Doe,6,6/12/2018 21:07,Pre,Inside
D08,3,6/12/2018 1:45,6/12/2018,1:45:59,Deer - Buck,6,6/12/2018 1:45,Pre,Inside
B02,2,6/13/2018 1:23,6/13/2018,1:23:15,Deer - Buck,6,6/13/2018 1:23,Pre,Inside
B02,4,6/13/2018 9:03,6/13/2018,9:03:19,Deer - Doe,6,6/13/2018 9:03,Pre,Inside
D08,2,6/13/2018 21:20,6/13/2018,21:20:10,Deer - Buck,6,6/13/2018 21:20,Pre,Inside
D08,3,6/13/2018 21:20,6/13/2018,21:20:31,Deer - Buck,6,6/13/2018 21:20,Pre,Inside
D08,4,6/13/2018 21:06,6/13/2018,21:06:42,Deer - Doe,6,6/13/2018 21:06,Pre,Inside
E05,3,6/13/2018 5:46,6/13/2018,5:46:49,Deer - Doe,6,6/13/2018 5:46,Pre,Inside
F08,2,6/13/2018 9:03,6/13/2018,9:03:17,Deer - Doe,6,6/13/2018 9:03,Pre,Inside
G09,3,6/13/2018 0:17,6/13/2018,0:17:12,Deer - Buck,6,6/13/2018 0:17,Pre,Inside
C03,5,6/14/2018 4:26,6/14/2018,4:26:32,Deer - Doe,6,6/14/2018 4:26,Pre,Inside
D04,1,6/14/2018 20:05,6/14/2018,20:05:00,Deer - Doe,6,6/14/2018 20:05,Pre,Inside
D04,3,6/14/2018 3:08,6/14/2018,3:08:35,Deer - Doe,6,6/14/2018 3:08,Pre,Inside
D04,4,6/14/2018 2:55,6/14/2018,2:55:31,Deer - Doe,6,6/14/2018 2:55,Pre,Inside
D08,2,6/14/2018 1:42,6/14/2018,1:42:30,Deer - Buck,6,6/14/2018 1:42,Pre,Inside
D08,2,6/14/2018 22:59,6/14/2018,22:59:07,Deer - Buck,6,6/14/2018 22:59,Pre,Inside
D08,3,6/14/2018 23:05,6/14/2018,23:05:33,Deer - Buck,6,6/14/2018 23:05,Pre,Inside
D08,5,6/14/2018 23:11,6/14/2018,23:11:00,Deer - Buck,6,6/14/2018 23:11,Pre,Inside
D08,3,6/14/2018 4:18,6/14/2018,4:18:21,Deer - Doe,6,6/14/2018 4:18,Pre,Inside
E05,3,6/14/2018 5:05,6/14/2018,5:05:31,Deer - Buck,6,6/14/2018 5:05,Pre,Inside
E05,5,6/14/2018 0:32,6/14/2018,0:32:00,Deer - Buck,6,6/14/2018 0:32,Pre,Inside
E05,3,6/14/2018 5:04,6/14/2018,5:04:53,Deer - Doe,6,6/14/2018 5:04,Pre,Inside
E05,3,6/14/2018 16:43,6/14/2018,16:43:08,Deer - Doe,6,6/14/2018 16:43,Pre,Inside
E05,3,6/14/2018 17:39,6/14/2018,17:39:14,Deer - Doe,6,6/14/2018 17:39,Pre,Inside
B02,2,6/15/2018 3:31,6/15/2018,3:31:52,Deer - Buck,6,6/15/2018 3:31,Pre,Inside
B02,4,6/15/2018 19:33,6/15/2018,19:33:19,Deer - Doe,6,6/15/2018 19:33,Pre,Inside
C03,5,6/15/2018 0:58,6/15/2018,0:58:43,Deer - Doe,6,6/15/2018 0:58,Pre,Inside
C03,5,6/15/2018 4:46,6/15/2018,4:46:06,Deer - Doe,6,6/15/2018 4:46,Pre,Inside
D04,4,6/15/2018 2:25,6/15/2018,2:25:18,Deer - Doe,6,6/15/2018 2:25,Pre,Inside
D04,4,6/15/2018 4:28,6/15/2018,4:28:24,Deer - Doe,6,6/15/2018 4:28,Pre,Inside
D08,2,6/15/2018 0:39,6/15/2018,0:39:44,Deer - Buck,6,6/15/2018 0:39,Pre,Inside
D08,4,6/15/2018 0:37,6/15/2018,0:37:33,Deer - Doe,6,6/15/2018 0:37,Pre,Inside
C03,4,6/16/2018 9:43,6/16/2018,9:43:11,Deer - Doe,6,6/16/2018 9:43,Pre,Inside
C03,4,6/16/2018 10:34,6/16/2018,10:34:04,Deer - Doe,6,6/16/2018 10:34,Pre,Inside
C03,5,6/16/2018 0:51,6/16/2018,0:51:27,Deer - Doe,6,6/16/2018 0:51,Pre,Inside
D04,3,6/16/2018 3:12,6/16/2018,3:12:29,Deer - Doe,6,6/16/2018 3:12,Pre,Inside
D06,2,6/16/2018 7:04,6/16/2018,7:04:21,Deer - Doe,6,6/16/2018 7:04,Pre,Inside
D06,3,6/16/2018 7:04,6/16/2018,7:04:17,Deer - Doe,6,6/16/2018 7:04,Pre,Inside
E09,4,6/16/2018 20:32,6/16/2018,20:32:06,Deer - Doe,6,6/16/2018 20:32,Pre,Inside
G09,3,6/16/2018 16:02,6/16/2018,16:02:20,Deer - Doe,6,6/16/2018 16:02,Pre,Inside
B02,4,6/17/2018 10:32,6/17/2018,10:32:40,Deer - Buck,6,6/17/2018 10:32,Pre,Inside
C03,3,6/17/2018 9:39,6/17/2018,9:39:54,Deer - Doe,6,6/17/2018 9:39,Pre,Inside
C09,3,6/17/2018 5:58,6/17/2018,5:58:53,Deer - Doe,6,6/17/2018 5:58,Pre,Inside
C09,4,6/17/2018 5:58,6/17/2018,5:58:31,Deer - Doe,6,6/17/2018 5:58,Pre,Inside
D04,4,6/17/2018 8:52,6/17/2018,8:52:14,Deer - Buck,6,6/17/2018 8:52,Pre,Inside
D04,3,6/17/2018 23:30,6/17/2018,23:30:27,Deer - Doe,6,6/17/2018 23:30,Pre,Inside
E09,4,6/17/2018 17:33,6/17/2018,17:33:14,Deer - Doe,6,6/17/2018 17:33,Pre,Inside
G09,4,6/17/2018 20:36,6/17/2018,20:36:54,Deer - Doe,6,6/17/2018 20:36,Pre,Inside
B02,3,6/18/2018 3:18,6/18/2018,3:18:42,Deer - Doe,6,6/18/2018 3:18,Pre,Inside
C03,4,6/18/2018 0:43,6/18/2018,0:43:20,Deer - Doe,6,6/18/2018 0:43,Pre,Inside
C03,4,6/18/2018 4:26,6/18/2018,4:26:51,Deer - Doe,6,6/18/2018 4:26,Pre,Inside
E05,2,6/18/2018 23:42,6/18/2018,23:42:49,Deer - Buck,6,6/18/2018 23:42,Pre,Inside
E05,4,6/18/2018 0:08,6/18/2018,0:08:58,Deer - Buck,6,6/18/2018 0:08,Pre,Inside
E05,4,6/18/2018 0:39,6/18/2018,0:39:30,Deer - Buck,6,6/18/2018 0:39,Pre,Inside
E05,4,6/18/2018 1:47,6/18/2018,1:47:36,Deer - Buck,6,6/18/2018 1:47,Pre,Inside
E05,2,6/18/2018 12:32,6/18/2018,12:32:30,Deer - Doe,6,6/18/2018 12:32,Pre,Inside
E05,2,6/18/2018 13:29,6/18/2018,13:29:28,Deer - Doe,6,6/18/2018 13:29,Pre,Inside
E05,3,6/18/2018 6:21,6/18/2018,6:21:04,Deer - Doe,6,6/18/2018 6:21,Pre,Inside
E05,3,6/18/2018 6:37,6/18/2018,6:37:02,Deer - Doe,6,6/18/2018 6:37,Pre,Inside
E05,3,6/18/2018 19:45,6/18/2018,19:45:34,Deer - Doe,6,6/18/2018 19:45,Pre,Inside
E05,4,6/18/2018 6:37,6/18/2018,6:37:09,Deer - Doe,6,6/18/2018 6:37,Pre,Inside
G09,4,6/18/2018 13:10,6/18/2018,13:10:21,Deer - Doe,6,6/18/2018 13:10,Pre,Inside
B02,2,6/19/2018 3:54,6/19/2018,3:54:06,Deer - Buck,6,6/19/2018 3:54,Pre,Inside
B02,4,6/19/2018 2:48,6/19/2018,2:48:58,Deer - Buck,6,6/19/2018 2:48,Pre,Inside
B02,4,6/19/2018 20:46,6/19/2018,20:46:01,Deer - Buck,6,6/19/2018 20:46,Pre,Inside
C03,4,6/19/2018 4:18,6/19/2018,4:18:14,Deer - Doe,6,6/19/2018 4:18,Pre,Inside
C09,2,6/19/2018 8:19,6/19/2018,8:19:57,Deer - Doe,6,6/19/2018 8:19,Pre,Inside
D06,5,6/19/2018 21:01,6/19/2018,21:01:47,Deer - Buck,6,6/19/2018 21:01,Pre,Inside
D08,4,6/19/2018 23:42,6/19/2018,23:42:07,Deer - Doe,6,6/19/2018 23:42,Pre,Inside
E05,3,6/19/2018 3:21,6/19/2018,3:21:41,Deer - Buck,6,6/19/2018 3:21,Pre,Inside
B02,4,6/20/2018 0:44,6/20/2018,0:44:56,Deer - Buck,6,6/20/2018 0:44,Pre,Inside
B02,4,6/20/2018 7:47,6/20/2018,7:47:27,Deer - Buck,6,6/20/2018 7:47,Pre,Inside
D04,2,6/20/2018 22:42,6/20/2018,22:42:53,Deer - Doe,6,6/20/2018 22:42,Pre,Inside
D08,2,6/20/2018 1:06,6/20/2018,1:06:28,Deer - Doe,6,6/20/2018 1:06,Pre,Inside
D08,3,6/20/2018 0:49,6/20/2018,0:49:47,Deer - Doe,6,6/20/2018 0:49,Pre,Inside
D08,3,6/20/2018 1:40,6/20/2018,1:40:29,Deer - Doe,6,6/20/2018 1:40,Pre,Inside
G11,4,6/20/2018 17:56,6/20/2018,17:56:08,Deer - Buck,6,6/20/2018 17:56,Pre,Inside
G11,1,6/20/2018 21:18,6/20/2018,21:18:39,Deer - Doe,6,6/20/2018 21:18,Pre,Inside
B02,3,6/21/2018 5:25,6/21/2018,5:25:04,Deer - Buck,6,6/21/2018 5:25,Pre,Inside
B02,4,6/21/2018 20:28,6/21/2018,20:28:02,Deer - Buck,6,6/21/2018 20:28,Pre,Inside
B02,4,6/21/2018 7:38,6/21/2018,7:38:19,Deer - Doe,6,6/21/2018 7:38,Pre,Inside
C03,4,6/21/2018 0:19,6/21/2018,0:19:17,Deer - Doe,6,6/21/2018 0:19,Pre,Inside
C03,4,6/21/2018 3:49,6/21/2018,3:49:52,Deer - Doe,6,6/21/2018 3:49,Pre,Inside
D04,3,6/21/2018 22:17,6/21/2018,22:17:05,Deer - Doe,6,6/21/2018 22:17,Pre,Inside
F08,4,6/21/2018 23:19,6/21/2018,23:19:36,Deer - Doe,6,6/21/2018 23:19,Pre,Inside
G09,3,6/21/2018 20:03,6/21/2018,20:03:24,Deer - Buck,6,6/21/2018 20:03,Pre,Inside
G09,4,6/21/2018 20:43,6/21/2018,20:43:28,Deer - Buck,6,6/21/2018 20:43,Pre,Inside
G11,2,6/21/2018 11:27,6/21/2018,11:27:32,Deer - Buck,6,6/21/2018 11:27,Pre,Inside
G11,3,6/21/2018 11:26,6/21/2018,11:26:12,Deer - Buck,6,6/21/2018 11:26,Pre,Inside
B02,4,6/22/2018 3:52,6/22/2018,3:52:52,Deer - Buck,6,6/22/2018 3:52,Pre,Inside
B02,4,6/22/2018 4:35,6/22/2018,4:35:36,Deer - Buck,6,6/22/2018 4:35,Pre,Inside
B02,4,6/22/2018 21:51,6/22/2018,21:51:43,Deer - Buck,6,6/22/2018 21:51,Pre,Inside
B02,4,6/22/2018 22:08,6/22/2018,22:08:28,Deer - Buck,6,6/22/2018 22:08,Pre,Inside
B02,3,6/22/2018 4:52,6/22/2018,4:52:52,Deer - Doe,6,6/22/2018 4:52,Pre,Inside
D04,0,6/22/2018 23:44,6/22/2018,23:44:46,Deer - Doe,6,6/22/2018 23:44,Pre,Inside
D04,3,6/22/2018 4:38,6/22/2018,4:38:30,Deer - Doe,6,6/22/2018 4:38,Pre,Inside
