NA,X.1,X,Device.Name,AnimalID,Device.ID,Date...Time..GMT.,Date...Time..Local.,Latitude,Longitude,Altitude,Fix.Status,DOP,Temp..C.,Main..V.,Back..V.,Capture_Pasture,TimeStamp,TimeStamp1
1,10483,10483,HRG 192 F2,F2,41886,43296.5837,43296.25037,39.0194003,-123.0621536,697.98,3D-V Fix,1.6,20,3.52,0.16,Orchard,2018-7-15 7:0:0,7/15/18 7:00
2,10484,10484,HRG 192 F2,F2,41886,43296.6251,43296.29177,39.01938,-123.0616489,707.12,3D-V Fix,3.4,23,3.6,0.16,Orchard,2018-7-15 8:0:0,7/15/18 8:00
3,10485,10485,HRG 192 F2,F2,41886,43296.66678,43296.33345,39.0193156,-123.0610675,715.95,3D-V Fix,3.2,25,3.6,0.16,Orchard,2018-7-15 9:0:0,7/15/18 9:00
4,10486,10486,HRG 192 F2,F2,41886,43296.70868,43296.37535,39.0176556,-123.0615231,674.94,3D-V Fix,1.6,28,3.52,0.16,Orchard,2018-7-15 10:0:0,7/15/18 10:00
5,10487,10487,HRG 192 F2,F2,41886,43296.75012,43296.41678,39.0143567,-123.0651583,578.99,3D-V Fix,2,32,3.6,0.08,Orchard,2018-7-15 11:0:0,7/15/18 11:00
6,10488,10488,HRG 192 F2,F2,41886,43296.79177,43296.45844,39.0138458,-123.0658311,571.14,3D-V Fix,3.2,33,3.6,0.08,Orchard,2018-7-15 12:0:0,7/15/18 12:00
7,10489,10489,HRG 192 F2,F2,41886,43296.83368,43296.50035,39.0150089,-123.0674803,542.03,3D-V Fix,2,33,3.6,0.08,Orchard,2018-7-15 13:0:0,7/15/18 13:00
8,10490,10490,HRG 192 F2,F2,41886,43296.87543,43296.54209,39.0149122,-123.0675,539.39,3D-V Fix,2.2,35,3.52,0.08,Orchard,2018-7-15 14:0:0,7/15/18 14:00
9,10491,10491,HRG 192 F2,F2,41886,43296.91677,43296.58344,39.0148381,-123.0674567,549.55,3D-V Fix,2,35,3.6,0.08,Orchard,2018-7-15 15:0:0,7/15/18 15:00
10,10492,10492,HRG 192 F2,F2,41886,43296.95836,43296.62502,39.0150067,-123.0672564,547.1,3D-V Fix,1.8,36,3.6,0.08,Orchard,2018-7-15 16:0:0,7/15/18 16:00
11,10493,10493,HRG 192 F2,F2,41886,43297.00035,43296.66701,39.0165283,-123.0690833,533.98,3D-V Fix,2.4,35,3.6,0.08,Orchard,2018-7-15 17:0:0,7/15/18 17:00
12,10494,10494,HRG 192 F2,F2,41886,43297.04186,43296.70853,39.0170222,-123.0683642,560.01,3D-V Fix,2.8,35,3.6,0.08,Orchard,2018-7-15 18:0:0,7/15/18 18:00
13,10495,10495,HRG 192 F2,F2,41886,43297.08345,43296.75012,39.0169656,-123.0673794,572.53,3D-V Fix,2,32,3.6,0.08,Orchard,2018-7-15 19:0:0,7/15/18 19:00
14,10496,10496,HRG 192 F2,F2,41886,43297.12535,43296.79201,39.0173211,-123.0656547,619.11,3D-V Fix,5.2,30,3.6,0.08,Orchard,2018-7-15 20:0:0,7/15/18 20:00
15,10497,10497,HRG 192 F2,F2,41886,43297.16722,43296.83389,39.0173467,-123.0656569,609.27,3D-V Fix,2.2,26,3.52,0.08,Orchard,2018-7-15 21:0:0,7/15/18 21:00
16,10498,10498,HRG 192 F2,F2,41886,43297.20844,43296.8751,39.0173628,-123.0656089,611.84,3D-V Fix,2.4,24,3.6,0.08,Orchard,2018-7-15 22:0:0,7/15/18 22:00
17,10499,10499,HRG 192 F2,F2,41886,43297.25013,43296.91679,39.0168433,-123.0645839,627.4,3D-V Fix,2.6,23,3.6,0.08,Orchard,2018-7-15 23:0:0,7/15/18 23:00
18,10500,10500,HRG 192 F2,F2,41886,43297.29193,43296.9586,39.0168669,-123.0646192,630.54,3D-V Fix,2.2,23,3.52,0.08,Orchard,2018-7-16 0:0:0,7/16/18 0:00
19,10501,10501,HRG 192 F2,F2,41886,43297.33352,43297.00019,39.0168881,-123.0647208,624.47,3D-V Fix,3.6,24,3.6,0.08,Orchard,2018-7-16 1:0:0,7/16/18 1:00
20,10502,10502,HRG 192 F2,F2,41886,43297.37537,43297.04204,39.0168436,-123.0647083,622.62,3D-V Fix,1.8,23,3.52,0.08,Orchard,2018-7-16 2:0:0,7/16/18 2:00
21,10503,10503,HRG 192 F2,F2,41886,43297.41676,43297.08343,39.0164014,-123.0648519,610.15,3D-V Fix,3.2,21,3.6,0.08,Orchard,2018-7-16 3:0:0,7/16/18 3:00
22,10504,10504,HRG 192 F2,F2,41886,43297.45895,43297.12561,39.0165125,-123.06464,613.98,3D-V Fix,4.2,19,3.52,0.16,Orchard,2018-7-16 4:0:0,7/16/18 4:00
23,10505,10505,HRG 192 F2,F2,41886,43297.50022,43297.16689,39.0172617,-123.0649661,611.38,3D-V Fix,3.4,21,3.6,0.16,Orchard,2018-7-16 5:0:0,7/16/18 5:00
24,10506,10506,HRG 192 F2,F2,41886,43297.54176,43297.20843,39.0172175,-123.0652106,617.45,3D-V Fix,3.8,22,3.6,0.16,Orchard,2018-7-16 6:0:0,7/16/18 6:00
25,10507,10507,HRG 192 F2,F2,41886,43297.58344,43297.2501,39.0142867,-123.0654606,586.98,3D-V Fix,2.8,22,3.6,0.16,Orchard,2018-7-16 7:0:0,7/16/18 7:00
26,10508,10508,HRG 192 F2,F2,41886,43297.62534,43297.292,39.0135942,-123.0657111,564.35,3D-V Fix,2.2,29,3.52,0.16,Orchard,2018-7-16 8:0:0,7/16/18 8:00
27,10509,10509,HRG 192 F2,F2,41886,43297.66677,43297.33344,39.0132381,-123.0654258,562.3,3D-V Fix,2,28,3.6,0.16,Orchard,2018-7-16 9:0:0,7/16/18 9:00
28,10510,10510,HRG 192 F2,F2,41886,43297.7086,43297.37527,39.0158083,-123.0700633,537.3,3D-V Fix,3,29,3.6,0.08,Orchard,2018-7-16 10:0:0,7/16/18 10:00
29,10511,10511,HRG 192 F2,F2,41886,43297.75054,43297.41721,39.0137303,-123.0708,483.71,3D-V Fix,5.4,31,3.52,0.08,Orchard,2018-7-16 11:0:0,7/16/18 11:00
30,10512,10512,HRG 192 F2,F2,41886,43297.79186,43297.45853,39.0134086,-123.0704044,470.6,3D-V Fix,4.6,33,3.6,0.08,Orchard,2018-7-16 12:0:0,7/16/18 12:00
31,10513,10513,HRG 192 F2,F2,41886,43297.83368,43297.50035,39.01339,-123.0703608,481.11,3D-V Fix,2,35,3.6,0.08,Orchard,2018-7-16 13:0:0,7/16/18 13:00
32,10514,10514,HRG 192 F2,F2,41886,43297.87519,43297.54185,39.0128217,-123.0707797,457.33,3D-V Fix,5,37,3.6,0.08,Orchard,2018-7-16 14:0:0,7/16/18 14:00
33,10515,10515,HRG 192 F2,F2,41886,43297.91682,43297.58348,39.0136117,-123.0701292,488.84,3D-V Fix,4.2,37,3.6,0.08,Orchard,2018-7-16 15:0:0,7/16/18 15:00
34,10516,10516,HRG 192 F2,F2,41886,43297.95876,43297.62543,39.0136342,-123.0702733,492.12,3D-V Fix,2,37,3.6,0.08,Orchard,2018-7-16 16:0:0,7/16/18 16:00
35,10517,10517,HRG 192 F2,F2,41886,43298.00003,43297.6667,39.0128261,-123.0707833,494.84,3D-V Fix,3.2,36,3.6,0.08,Orchard,2018-7-16 17:0:0,7/16/18 17:00
36,10518,10518,HRG 192 F2,F2,41886,43298.04177,43297.70844,39.0129186,-123.0705944,469.47,3D-V Fix,3.4,35,3.6,0.08,Orchard,2018-7-16 18:0:0,7/16/18 18:00
37,10519,10519,HRG 192 F2,F2,41886,43298.08345,43297.75012,39.0136914,-123.0671775,536.7,3D-V Fix,2.4,34,3.6,0.08,Orchard,2018-7-16 19:0:0,7/16/18 19:00
38,10520,10520,HRG 192 F2,F2,41886,43298.12534,43297.792,39.0138719,-123.0659353,558.02,3D-V Fix,4.8,31,3.6,0.08,Orchard,2018-7-16 20:0:0,7/16/18 20:00
39,10521,10521,HRG 192 F2,F2,41886,43298.16686,43297.83353,39.0139119,-123.0657614,584.32,3D-V Fix,4,26,3.6,0.08,Orchard,2018-7-16 21:0:0,7/16/18 21:00
40,10522,10522,HRG 192 F2,F2,41886,43298.20868,43297.87535,39.0138861,-123.0658153,575.15,3D-V Fix,3,25,3.6,0.08,Orchard,2018-7-16 22:0:0,7/16/18 22:00
41,10523,10523,HRG 192 F2,F2,41886,43298.25019,43297.91685,39.0137414,-123.0658544,569.57,3D-V Fix,3.6,24,3.6,0.08,Orchard,2018-7-16 23:0:0,7/16/18 23:00
42,10524,10524,HRG 192 F2,F2,41886,43298.29176,43297.95843,39.0139375,-123.0659106,572.87,3D-V Fix,4.4,24,3.6,0.08,Orchard,2018-7-17 0:0:0,7/17/18 0:00
43,10525,10525,HRG 192 F2,F2,41886,43298.33368,43298.00035,39.0138747,-123.0658278,571.96,3D-V Fix,1.2,24,3.52,0.08,Orchard,2018-7-17 1:0:0,7/17/18 1:00
44,10526,10526,HRG 192 F2,F2,41886,43298.37512,43298.04178,39.0138486,-123.0658253,577.11,3D-V Fix,1.8,23,3.6,0.08,Orchard,2018-7-17 2:0:0,7/17/18 2:00
45,10527,10527,HRG 192 F2,F2,41886,43298.41689,43298.08355,39.0138583,-123.0658569,572.6,3D-V Fix,1.8,23,3.6,0.08,Orchard,2018-7-17 3:0:0,7/17/18 3:00
46,10528,10528,HRG 192 F2,F2,41886,43298.45882,43298.12549,39.0137728,-123.0658181,562.09,3D-V Fix,2.8,23,3.52,0.16,Orchard,2018-7-17 4:0:0,7/17/18 4:00
47,10529,10529,HRG 192 F2,F2,41886,43298.50035,43298.16701,39.0132911,-123.0654128,564.58,3D-V Fix,2,21,3.52,0.16,Orchard,2018-7-17 5:0:0,7/17/18 5:00
48,10530,10530,HRG 192 F2,F2,41886,43298.54185,43298.20852,39.0132583,-123.0654292,565.89,3D-V Fix,2.2,22,3.6,0.16,Orchard,2018-7-17 6:0:0,7/17/18 6:00
49,10531,10531,HRG 192 F2,F2,41886,43298.58344,43298.2501,39.0133978,-123.0654478,570.58,3D-V Fix,4.8,22,3.6,0.16,Orchard,2018-7-17 7:0:0,7/17/18 7:00
50,10532,10532,HRG 192 F2,F2,41886,43298.62535,43298.29201,39.015425,-123.0657122,575.55,3D-V Fix,2.2,22,3.52,0.16,Orchard,2018-7-17 8:0:0,7/17/18 8:00
51,10533,10533,HRG 192 F2,F2,41886,43298.66684,43298.33351,39.0146381,-123.0667011,564.24,3D-V Fix,2.6,28,3.6,0.16,Orchard,2018-7-17 9:0:0,7/17/18 9:00
52,10534,10534,HRG 192 F2,F2,41886,43298.70852,43298.37519,39.0146581,-123.0667,556.75,3D-V Fix,2.8,31,3.6,0.08,Orchard,2018-7-17 10:0:0,7/17/18 10:00
53,10535,10535,HRG 192 F2,F2,41886,43298.75035,43298.41701,39.0148247,-123.0670719,543.45,3D-V Fix,4.2,31,3.52,0.08,Orchard,2018-7-17 11:0:0,7/17/18 11:00
54,10536,10536,HRG 192 F2,F2,41886,43298.79185,43298.45852,39.0171414,-123.0688119,534.14,3D-V Fix,3.2,35,3.6,0.08,Orchard,2018-7-17 12:0:0,7/17/18 12:00
55,10537,10537,HRG 192 F2,F2,41886,43298.83343,43298.50009,39.0167303,-123.0704642,558.71,3D-V Fix,2.2,35,3.6,0.08,Orchard,2018-7-17 13:0:0,7/17/18 13:00
56,10538,10538,HRG 192 F2,F2,41886,43298.87522,43298.54189,39.0166381,-123.0705086,547.51,3D-V Fix,2,35,3.6,0.08,Orchard,2018-7-17 14:0:0,7/17/18 14:00
57,10539,10539,HRG 192 F2,F2,41886,43298.91684,43298.58351,39.0166581,-123.0704061,547.98,3D-V Fix,2,35,3.6,0.08,Orchard,2018-7-17 15:0:0,7/17/18 15:00
58,10540,10540,HRG 192 F2,F2,41886,43298.95867,43298.62534,39.0166414,-123.0703706,545.47,3D-V Fix,2,35,3.6,0.08,Orchard,2018-7-17 16:0:0,7/17/18 16:00
59,10541,10541,HRG 192 F2,F2,41886,43299.00034,43298.667,39.0166669,-123.0704636,548.35,3D-V Fix,2.8,35,3.6,0.08,Orchard,2018-7-17 17:0:0,7/17/18 17:00
60,10542,10542,HRG 192 F2,F2,41886,43299.04184,43298.70851,39.0173381,-123.0682844,559.61,3D-V Fix,1.8,37,3.6,0.08,Orchard,2018-7-17 18:0:0,7/17/18 18:00
61,10543,10543,HRG 192 F2,F2,41886,43299.08355,43298.75022,39.0174958,-123.0662078,592.02,3D-V Fix,2,35,3.6,0.08,Orchard,2018-7-17 19:0:0,7/17/18 19:00
62,10544,10544,HRG 192 F2,F2,41886,43299.12535,43298.79201,39.0172769,-123.0656758,599.76,3D-V Fix,3.4,31,3.6,0.08,Orchard,2018-7-17 20:0:0,7/17/18 20:00
63,10545,10545,HRG 192 F2,F2,41886,43299.16683,43298.8335,39.0172153,-123.0656583,611.37,3D-V Fix,2.8,28,3.6,0.08,Orchard,2018-7-17 21:0:0,7/17/18 21:00
64,10546,10546,HRG 192 F2,F2,41886,43299.20862,43298.87529,39.0172358,-123.0652353,610.16,3D-V Fix,7.2,26,3.6,0.08,Orchard,2018-7-17 22:0:0,7/17/18 22:00
65,10547,10547,HRG 192 F2,F2,41886,43299.25034,43298.917,39.0169411,-123.064625,631.5,3D-V Fix,1.6,26,3.52,0.08,Orchard,2018-7-17 23:0:0,7/17/18 23:00
66,10548,10548,HRG 192 F2,F2,41886,43299.29183,43298.9585,39.0169036,-123.0646353,633.46,3D-V Fix,2,27,3.6,0.08,Orchard,2018-7-18 0:0:0,7/18/18 0:00
67,10549,10549,HRG 192 F2,F2,41886,43299.33348,43299.00015,39.0169217,-123.0646783,618.27,3D-V Fix,2,26,3.6,0.08,Orchard,2018-7-18 1:0:0,7/18/18 1:00
68,10550,10550,HRG 192 F2,F2,41886,43299.37535,43299.04201,39.0168653,-123.0645806,627.59,3D-V Fix,2.4,26,3.6,0.08,Orchard,2018-7-18 2:0:0,7/18/18 2:00
69,10551,10551,HRG 192 F2,F2,41886,43299.41714,43299.08381,39.0165653,-123.0641669,628.96,3D-V Fix,3.4,26,3.52,0.08,Orchard,2018-7-18 3:0:0,7/18/18 3:00
70,10552,10552,HRG 192 F2,F2,41886,43299.45843,43299.12509,39.0165228,-123.0646719,614.16,3D-V Fix,2.2,24,3.6,0.08,Orchard,2018-7-18 4:0:0,7/18/18 4:00
71,10553,10553,HRG 192 F2,F2,41886,43299.50036,43299.16703,39.0173778,-123.0654772,609.78,3D-V Fix,2.2,25,3.52,0.08,Orchard,2018-7-18 5:0:0,7/18/18 5:00
72,10554,10554,HRG 192 F2,F2,41886,43299.54201,43299.20868,39.0180706,-123.0670481,589.51,3D-V Fix,2,25,3.6,0.08,Orchard,2018-7-18 6:0:0,7/18/18 6:00
73,10555,10555,HRG 192 F2,F2,41886,43299.5835,43299.25016,39.0181508,-123.0671256,602.35,3D-V Fix,2.6,25,3.6,0.08,Orchard,2018-7-18 7:0:0,7/18/18 7:00
74,10556,10556,HRG 192 F2,F2,41886,43299.62534,43299.292,39.0181669,-123.0673036,592.17,3D-V Fix,5.8,26,3.6,0.08,Orchard,2018-7-18 8:0:0,7/18/18 8:00
75,10557,10557,HRG 192 F2,F2,41886,43299.667,43299.33367,39.0169869,-123.0675228,566.43,3D-V Fix,4.6,30,3.6,0.08,Orchard,2018-7-18 9:0:0,7/18/18 9:00
76,10558,10558,HRG 192 F2,F2,41886,43299.7085,43299.37516,39.0167911,-123.0675308,566.28,3D-V Fix,2.6,30,3.6,0.08,Orchard,2018-7-18 10:0:0,7/18/18 10:00
77,10559,10559,HRG 192 F2,F2,41886,43299.75037,43299.41704,39.0168408,-123.0675194,551.5,3D-V Fix,3.8,32,3.6,0.08,Orchard,2018-7-18 11:0:0,7/18/18 11:00
78,10560,10560,HRG 192 F2,F2,41886,43299.79177,43299.45844,39.0166344,-123.0677108,559.13,3D-V Fix,4,36,3.6,0.08,Orchard,2018-7-18 12:0:0,7/18/18 12:00
79,10561,10561,HRG 192 F2,F2,41886,43299.8336,43299.50027,39.0160711,-123.0679786,561.67,3D-V Fix,1.8,37,3.6,0.08,Orchard,2018-7-18 13:0:0,7/18/18 13:00
80,10562,10562,HRG 192 F2,F2,41886,43299.87535,43299.54201,39.0161222,-123.0680244,541.94,3D-V Fix,2.2,38,3.6,0.08,Orchard,2018-7-18 14:0:0,7/18/18 14:00
81,10563,10563,HRG 192 F2,F2,41886,43299.91683,43299.5835,39.0163706,-123.0680256,542.86,3D-V Fix,1.8,39,3.6,0.08,Orchard,2018-7-18 15:0:0,7/18/18 15:00
82,10564,10564,HRG 192 F2,F2,41886,43299.95868,43299.62535,39.0170092,-123.0678553,563.38,3D-V Fix,1.8,39,3.6,0.08,Orchard,2018-7-18 16:0:0,7/18/18 16:00
83,10565,10565,HRG 192 F2,F2,41886,43300.00012,43299.66678,39.0167333,-123.0703819,537.65,3D-V Fix,3.2,39,3.6,0.08,Orchard,2018-7-18 17:0:0,7/18/18 17:00
84,10566,10566,HRG 192 F2,F2,41886,43300.04185,43299.70852,39.0168097,-123.0688861,508.13,3D-V Fix,4.4,39,3.6,0.08,Orchard,2018-7-18 18:0:0,7/18/18 18:00
85,10567,10567,HRG 192 F2,F2,41886,43300.08369,43299.75036,39.0169439,-123.0677372,561.22,3D-V Fix,1.6,33,3.6,0.08,Orchard,2018-7-18 19:0:0,7/18/18 19:00
86,10568,10568,HRG 192 F2,F2,41886,43300.12519,43299.79185,39.0174358,-123.0661608,597.04,3D-V Fix,3.4,31,3.6,0.08,Orchard,2018-7-18 20:0:0,7/18/18 20:00
87,10569,10569,HRG 192 F2,F2,41886,43300.16672,43299.83339,39.0172828,-123.0656831,608.48,3D-V Fix,3,29,3.6,0.08,Orchard,2018-7-18 21:0:0,7/18/18 21:00
88,10570,10570,HRG 192 F2,F2,41886,43300.20868,43299.87535,39.0172642,-123.0656767,607.88,3D-V Fix,2.6,26,3.6,0.08,Orchard,2018-7-18 22:0:0,7/18/18 22:00
89,10571,10571,HRG 192 F2,F2,41886,43300.25008,43299.91675,39.0168222,-123.0645278,639.84,3D-V Fix,2,26,3.6,0.08,Orchard,2018-7-18 23:0:0,7/18/18 23:00
90,10572,10572,HRG 192 F2,F2,41886,43300.29178,43299.95845,39.0198392,-123.0651081,658.52,3D-V Fix,3.6,25,3.6,0.08,Orchard,2018-7-19 0:0:0,7/19/18 0:00
91,10573,10573,HRG 192 F2,F2,41886,43300.3334,43300.00007,39.01979,-123.0650708,665.22,3D-V Fix,3,25,3.6,0.08,Orchard,2018-7-19 1:0:0,7/19/18 1:00
92,10574,10574,HRG 192 F2,F2,41886,43300.37534,43300.042,39.0197094,-123.0648272,657.2,3D-V Fix,4,25,3.6,0.08,Orchard,2018-7-19 2:0:0,7/19/18 2:00
93,10575,10575,HRG 192 F2,F2,41886,43300.41684,43300.08351,39.0190311,-123.0634681,680.28,3D-V Fix,2,24,3.6,0.08,Orchard,2018-7-19 3:0:0,7/19/18 3:00
94,10576,10576,HRG 192 F2,F2,41886,43300.45922,43300.12589,39.0186281,-123.06258,664.02,3D-V Fix,1.8,25,3.52,0.08,Orchard,2018-7-19 4:1:0,7/19/18 4:01
95,10577,10577,HRG 192 F2,F2,41886,43300.50017,43300.16684,39.0184858,-123.0626586,670.78,3D-V Fix,3.6,27,3.6,0.08,Orchard,2018-7-19 5:0:0,7/19/18 5:00
96,10578,10578,HRG 192 F2,F2,41886,43300.54193,43300.2086,39.0186692,-123.0625833,669.51,3D-V Fix,2.2,25,3.6,0.08,Orchard,2018-7-19 6:0:0,7/19/18 6:00
97,10579,10579,HRG 192 F2,F2,41886,43300.58368,43300.25035,39.0184333,-123.0637283,666.88,3D-V Fix,1.6,23,3.52,0.08,Orchard,2018-7-19 7:0:0,7/19/18 7:00
98,10580,10580,HRG 192 F2,F2,41886,43300.62534,43300.292,39.0184428,-123.0637183,662.4,3D-V Fix,3,25,3.52,0.08,Orchard,2018-7-19 8:0:0,7/19/18 8:00
99,10581,10581,HRG 192 F2,F2,41886,43300.66715,43300.33382,39.0182161,-123.063755,656.94,3D-V Fix,4,28,3.52,0.08,Orchard,2018-7-19 9:0:0,7/19/18 9:00
100,10582,10582,HRG 192 F2,F2,41886,43300.7085,43300.37516,39.0172239,-123.0642114,649.94,3D-V Fix,2.6,29,3.6,0.08,Orchard,2018-7-19 10:0:0,7/19/18 10:00
101,10583,10583,HRG 192 F2,F2,41886,43300.75027,43300.41693,39.0170669,-123.0642025,644.42,3D-V Fix,2.4,31,3.6,0.08,Orchard,2018-7-19 11:0:0,7/19/18 11:00
102,10584,10584,HRG 192 F2,F2,41886,43300.79278,43300.45944,39.01776,-123.0654978,624.14,3D Fix,4,32,3.52,0.08,Orchard,2018-7-19 12:1:0,7/19/18 12:01
103,10585,10585,HRG 192 F2,F2,41886,43300.83403,43300.50069,39.0157142,-123.0702014,531.16,3D-V Fix,2.4,35,3.52,0.08,Orchard,2018-7-19 13:1:0,7/19/18 13:01
104,10586,10586,HRG 192 F2,F2,41886,43300.87536,43300.54203,39.0157814,-123.0704597,528.31,3D-V Fix,6,35,3.6,0.08,Orchard,2018-7-19 14:0:0,7/19/18 14:00
105,10587,10587,HRG 192 F2,F2,41886,43300.91683,43300.5835,39.0157069,-123.0698053,541.69,3D-V Fix,4.8,37,3.6,0.08,Orchard,2018-7-19 15:0:0,7/19/18 15:00
106,10588,10588,HRG 192 F2,F2,41886,43300.95867,43300.62534,39.0158169,-123.070015,534.55,3D-V Fix,2.2,37,3.6,0.08,Orchard,2018-7-19 16:0:0,7/19/18 16:00
107,10589,10589,HRG 192 F2,F2,41886,43301.00069,43300.66736,39.0155908,-123.0699383,517.88,3D-V Fix,3.2,37,3.52,0.08,Orchard,2018-7-19 17:0:0,7/19/18 17:00
108,10590,10590,HRG 192 F2,F2,41886,43301.04185,43300.70852,39.0146239,-123.0671192,550.32,3D-V Fix,1.8,37,3.6,0.08,Orchard,2018-7-19 18:0:0,7/19/18 18:00
109,10591,10591,HRG 192 F2,F2,41886,43301.08396,43300.75063,39.0146039,-123.0670186,565.77,3D-V Fix,2.4,35,3.52,0.08,Orchard,2018-7-19 19:0:0,7/19/18 19:00
110,10592,10592,HRG 192 F2,F2,41886,43301.12622,43300.79288,39.0146522,-123.0667572,551.17,3D Fix,3.8,31,3.52,0.08,Orchard,2018-7-19 20:1:0,7/19/18 20:01
111,10593,10593,HRG 192 F2,F2,41886,43301.16701,43300.83368,39.0154792,-123.0655636,568.11,3D-V Fix,1.6,26,3.6,0.08,Orchard,2018-7-19 21:0:0,7/19/18 21:00
112,10594,10594,HRG 192 F2,F2,41886,43301.2085,43300.87516,39.0173853,-123.0663067,576.97,3D-V Fix,3.2,26,3.6,0.08,Orchard,2018-7-19 22:0:0,7/19/18 22:00
113,10595,10595,HRG 192 F2,F2,41886,43301.25027,43300.91693,39.0173819,-123.0663056,598.08,3D-V Fix,4.4,26,3.6,0.08,Orchard,2018-7-19 23:0:0,7/19/18 23:00
114,10596,10596,HRG 192 F2,F2,41886,43301.29185,43300.95852,39.0178056,-123.0663028,608.35,3D-V Fix,4.4,24,3.6,0.08,Orchard,2018-7-20 0:0:0,7/20/18 0:00
115,10597,10597,HRG 192 F2,F2,41886,43301.33367,43301.00034,39.0178389,-123.0662561,591.06,3D-V Fix,1.6,24,3.52,0.08,Orchard,2018-7-20 1:0:0,7/20/18 1:00
116,10598,10598,HRG 192 F2,F2,41886,43301.37535,43301.04201,39.0176828,-123.0663306,585.47,3D-V Fix,4.4,22,3.52,0.08,Orchard,2018-7-20 2:0:0,7/20/18 2:00
117,10599,10599,HRG 192 F2,F2,41886,43301.4169,43301.08356,39.0177725,-123.0662053,589.06,3D-V Fix,1.8,20,3.6,0.16,Orchard,2018-7-20 3:0:0,7/20/18 3:00
118,10600,10600,HRG 192 F2,F2,41886,43301.45868,43301.12535,39.0178033,-123.0662556,583.22,3D-V Fix,1.6,22,3.52,0.16,Orchard,2018-7-20 4:0:0,7/20/18 4:00
119,10601,10601,HRG 192 F2,F2,41886,43301.50042,43301.16708,39.0174975,-123.0673406,582.24,3D-V Fix,2.8,19,3.52,0.16,Orchard,2018-7-20 5:0:0,7/20/18 5:00
120,10602,10602,HRG 192 F2,F2,41886,43301.54204,43301.2087,39.0180547,-123.0675747,571.03,3D-V Fix,3,18,3.52,0.16,Orchard,2018-7-20 6:0:0,7/20/18 6:00
121,10603,10603,HRG 192 F2,F2,41886,43301.58368,43301.25035,39.0181911,-123.0670186,593.62,3D-V Fix,3.2,20,3.52,0.16,Orchard,2018-7-20 7:0:0,7/20/18 7:00
122,10604,10604,HRG 192 F2,F2,41886,43301.62535,43301.29201,39.018245,-123.0669794,591.02,3D-V Fix,4.2,21,3.52,0.16,Orchard,2018-7-20 8:0:0,7/20/18 8:00
123,10605,10605,HRG 192 F2,F2,41886,43301.66682,43301.33348,39.0174789,-123.06652,605.46,3D-V Fix,3,22,3.6,0.16,Orchard,2018-7-20 9:0:0,7/20/18 9:00
124,10606,10606,HRG 192 F2,F2,41886,43301.70884,43301.37551,39.0153028,-123.0667472,538.3,3D-V Fix,3.4,24,3.52,0.16,Orchard,2018-7-20 10:0:0,7/20/18 10:00
125,10607,10607,HRG 192 F2,F2,41886,43301.75022,43301.41689,39.0149772,-123.0667994,554.3,3D-V Fix,1.8,26,3.52,0.08,Orchard,2018-7-20 11:0:0,7/20/18 11:00
126,10608,10608,HRG 192 F2,F2,41886,43301.79201,43301.45868,39.015135,-123.0669519,556.52,3D-V Fix,2.8,28,3.52,0.08,Orchard,2018-7-20 12:0:0,7/20/18 12:00
127,10609,10609,HRG 192 F2,F2,41886,43301.83348,43301.50015,39.0151406,-123.0669469,536.68,3D-V Fix,2,31,3.6,0.08,Orchard,2018-7-20 13:0:0,7/20/18 13:00
128,10610,10610,HRG 192 F2,F2,41886,43301.87535,43301.54201,39.0167094,-123.0692256,532.97,3D-V Fix,2.8,32,3.6,0.08,Orchard,2018-7-20 14:0:0,7/20/18 14:00
129,10611,10611,HRG 192 F2,F2,41886,43301.91682,43301.58348,39.0171908,-123.0683336,559.15,3D-V Fix,1.8,33,3.6,0.08,Orchard,2018-7-20 15:0:0,7/20/18 15:00
130,10612,10612,HRG 192 F2,F2,41886,43301.95869,43301.62536,39.0169364,-123.0673786,560.63,3D-V Fix,2.6,33,3.52,0.08,Orchard,2018-7-20 16:0:0,7/20/18 16:00
131,10613,10613,HRG 192 F2,F2,41886,43302.00119,43301.66786,39.0167483,-123.0673606,556.23,3D-V Fix,2,32,3.52,0.08,Orchard,2018-7-20 17:1:0,7/20/18 17:01
132,10614,10614,HRG 192 F2,F2,41886,43302.04201,43301.70868,39.0163111,-123.0661989,590.75,3D-V Fix,2.4,33,3.6,0.08,Orchard,2018-7-20 18:0:0,7/20/18 18:00
133,10615,10615,HRG 192 F2,F2,41886,43302.08348,43301.75015,39.0163308,-123.0661981,583.26,3D-V Fix,2,32,3.6,0.08,Orchard,2018-7-20 19:0:0,7/20/18 19:00
134,10616,10616,HRG 192 F2,F2,41886,43302.12535,43301.79201,39.0163597,-123.0653578,604.73,3D-V Fix,5.8,28,3.52,0.08,Orchard,2018-7-20 20:0:0,7/20/18 20:00
135,10617,10617,HRG 192 F2,F2,41886,43302.16723,43301.8339,39.0164658,-123.0646753,610.83,3D-V Fix,1.6,23,3.52,0.08,Orchard,2018-7-20 21:0:0,7/20/18 21:00
136,10618,10618,HRG 192 F2,F2,41886,43302.20848,43301.87515,39.0169689,-123.0645981,619.75,3D-V Fix,2.8,22,3.6,0.08,Orchard,2018-7-20 22:0:0,7/20/18 22:00
137,10619,10619,HRG 192 F2,F2,41886,43302.25015,43301.91682,39.0169975,-123.06464,626.93,3D-V Fix,3.8,23,3.6,0.16,Orchard,2018-7-20 23:0:0,7/20/18 23:00
