"AnimalID","Latitude","Longitude","TimeStamp","Easting","Northing","Sex"
"H4",38.99615,-123.09434,"2018-07-22 01:00:39",491830.490524146,4316353.57700103,"Doe"
"H4",38.99634,-123.09455,"2018-07-22 00:00:18",491812.327160033,4316374.68036074,"Doe"
"H4",38.9965,-123.09482,"2018-07-21 23:00:11",491788.964665836,4316392.46004108,"Doe"
"H4",38.99655,-123.09513,"2018-07-21 22:00:57",491762.125689251,4316398.03659492,"Doe"
"H4",38.99651,-123.09511,"2018-07-21 21:00:40",491763.852972178,4316393.59594395,"Doe"
"H4",38.99657,-123.09546,"2018-07-21 20:00:18",491733.551341592,4316400.28592456,"Doe"
"H4",38.99557,-123.09537,"2018-07-21 19:00:11",491741.22874365,4316289.30672504,"Doe"
"H4",38.99514,-123.09529,"2018-07-21 18:00:40",491748.106579851,4316241.5819338,"Doe"
"H4",38.995,-123.09544,"2018-07-21 17:00:18",491735.100640161,4316226.0595967,"Doe"
"H4",38.99497,-123.09531,"2018-07-21 16:00:38",491746.354878852,4316222.71867434,"Doe"
"H4",38.99504,-123.0953,"2018-07-21 15:00:40",491747.228988184,4316230.48573877,"Doe"
"H4",38.9951,-123.09543,"2018-07-21 14:00:13",491735.978249369,4316237.15579034,"Doe"
"H4",38.995,-123.09534,"2018-07-21 13:01:26",491743.760427426,4316226.05052449,"Doe"
"H4",38.99517,-123.09564,"2018-07-21 12:00:12",491717.800880955,4316244.94284197,"Doe"
"H4",38.99613,-123.09876,"2018-07-21 11:00:43",491447.731711878,4316351.76345156,"Doe"
"H4",38.99568,-123.10274,"2018-07-21 10:00:40",491103.021301028,4316302.207852,"Doe"
"H4",38.9975,-123.09735,"2018-07-21 09:00:10",491569.995322127,4316503.66229416,"Doe"
"H4",38.99825,-123.09643,"2018-07-21 08:01:26",491649.750710604,4316586.8058164,"Doe"
"H4",38.99815,-123.09648,"2018-07-21 07:00:11",491645.409255741,4316575.71329589,"Doe"
"H4",38.99805,-123.09666,"2018-07-21 06:00:11",491629.810548434,4316564.63272106,"Doe"
"H4",38.99819,-123.09644,"2018-07-21 05:00:38",491648.877718853,4316580.14846913,"Doe"
"H4",38.99813,-123.09648,"2018-07-21 04:01:02",491645.406903893,4316573.49387443,"Doe"
"H4",38.99806,-123.09599,"2018-07-21 03:00:13",491687.829802808,4316565.6810508,"Doe"
"H4",38.9975,-123.09537,"2018-07-21 02:00:34",491741.453078059,4316503.48083449,"Doe"
"H4",38.99565,-123.0982,"2018-07-21 01:00:10",491496.168302458,4316298.44490625,"Doe"
"H4",38.99488,-123.09878,"2018-07-21 00:00:34",491445.849295913,4316213.05155045,"Doe"
"H4",38.99486,-123.09877,"2018-07-20 23:00:09",491446.712868622,4316210.83119081,"Doe"
"H4",38.99426,-123.0973,"2018-07-20 22:00:39",491573.940844769,4316144.11152875,"Doe"
"H4",38.9943,-123.09928,"2018-07-20 21:00:51",491402.480107917,4316148.73545844,"Doe"
"H4",38.99561,-123.09812,"2018-07-20 20:00:09",491503.091285625,4316293.99859666,"Doe"
"H4",38.99501,-123.0954,"2018-07-20 19:00:40",491738.565717748,4316227.1656768,"Doe"
"H4",38.99499,-123.09535,"2018-07-20 18:00:38",491742.893286629,4316224.94172117,"Doe"
"H4",38.99462,-123.09571,"2018-07-20 17:00:10",491711.674889239,4316183.91515593,"Doe"
"H4",38.99431,-123.09533,"2018-07-20 16:00:40",491744.546240608,4316149.47962415,"Doe"
"H4",38.99504,-123.09513,"2018-07-20 15:01:03",491761.950618232,4316230.47034431,"Doe"
"H4",38.99493,-123.09541,"2018-07-20 14:00:38",491737.690436725,4316218.28890325,"Doe"
"H4",38.99511,-123.09533,"2018-07-20 13:01:27",491744.639186277,4316238.25642922,"Doe"
"H4",38.99525,-123.09545,"2018-07-20 12:00:18",491734.263743779,4316253.80325803,"Doe"
"H4",38.99498,-123.09555,"2018-07-20 11:00:38",491725.572545142,4316223.85016687,"Doe"
"H4",38.99424,-123.09726,"2018-07-20 10:00:40",491577.40242513,4316141.88840801,"Doe"
"H4",38.99594,-123.09895,"2018-07-20 09:00:55",491431.255463882,4316330.69681855,"Doe"
"H4",38.99888,-123.09725,"2018-07-20 08:00:38",491578.818377619,4316656.79312226,"Doe"
"H4",38.99828,-123.09641,"2018-07-20 07:00:38",491651.486114069,4316590.13311456,"Doe"
"H4",38.99817,-123.09649,"2018-07-20 06:00:15",491644.545667492,4316577.933635,"Doe"
"H4",38.99812,-123.09652,"2018-07-20 05:00:38",491641.941965144,4316572.38783491,"Doe"
"H4",38.99822,-123.09644,"2018-07-20 04:00:38",491648.881245167,4316583.47760135,"Doe"
